# Derived from Mus_musculus.GRCm38.102.chr.gtf.gz in http://ftp.ensembl.org/pub/release-102/gtf/mus_musculus/
# Chromosome	Start	Name
1	20996299	Tram2
1	21080114	Gm28287
1	21178988	Gm2693
1	21218575	Tmem14a
1	21234722	Gm38224
1	21240589	Gsta3
1	21250359	Gm28836
1	21272403	Gm7094
1	21285246	Gm4956
1	21312517	Gm21909
1	21349641	Khdc1a
1	21354005	Gm16329
1	21364803	Gm16327
1	21368331	Khdc1c
1	21372670	Gm2709
1	21379555	Gm16533
1	21383556	Khdc1b
1	21390906	Gm16328
1	21398403	Kcnq5
1	21454691	Gm36949
1	21511933	Gm7658
1	21838948	Gm38243
1	22030064	Gm5696
1	22237849	Gm28239
1	22286251	Rims1
1	22740764	Gm26866
1	22984863	Gm7761
1	23048295	Gm29506
1	23100473	Ppp1r14bl
1	23255685	Gm6420
1	23291537	Gm27028
1	23293729	Gm29107
1	23345956	Gm20954
1	23366424	Ogfrl1
1	23479539	Gm7784
1	23574587	Gm28822
1	23761753	B3gat2
1	23844846	Smap1
1	23995939	Sdhaf4
1	24005505	Gm26524
1	24011093	Fam135a
1	24100625	Gm37580
1	24125275	Gm26607
1	24177610	Col9a1
1	24261890	Col19a1
1	24594087	Tubb4b-ps2
1	24611535	Gm28439
1	24612407	Gm10222
1	24612775	Gm28438
1	24613189	Gm28437
1	24613974	Gm10925
1	24614885	Gm28661
1	24615706	Gm29216
1	24678630	Lmbrd1
1	24910461	Gm28594
1	24963209	Gm28237
1	25011941	Gm9443
1	25026581	Gm29414
1	25067476	Adgrb3
1	25223730	Gm15702
1	25276404	Gm20172
1	25284218	Gm37543
1	25296512	Gm37331
1	25314276	Gm37211
1	25325866	Gm37862
1	25345978	Gm38286
1	25362564	Gm37880
1	25608250	Gm37011
1	25614946	Gm29214
1	25620238	Gm37051
1	25672245	Gm38260
1	25686062	Gm37628
1	25722038	8030445P17Rik
1	25735389	Gm38198
1	25755343	Gm37077
1	25775757	Gm37895
1	25797281	Gm36952
1	25804097	Gm37602
1	25808956	2900022M07Rik
1	25824390	2900002M20Rik
1	25830657	Gm9884
1	25996604	Gm18443
1	26466236	Gm19123
1	26681814	4931408C20Rik
1	27336352	Gm19641
1	27884046	Gm5524
1	27900419	Gm18776
1	27989910	Gm19028
1	28569918	Gm38089
1	28580499	Gm7846
1	28776117	Gm597
1	28800240	Gm5697
1	28938036	Gm6462
1	29219700	Gm18033
1	29484604	Gm5525
1	29813154	AC125120.1
1	29930094	Gm7858
1	30718560	Gm9898
1	30769687	Gm6473
1	30794548	Gm2914
1	30802339	Phf3
1	30833548	Gm37522
1	30865504	Gm37906
1	30940302	Ptp4a1
1	30940302	Ptp4a1
1	30977243	Gm5698
1	30986225	Gm9458
1	30997842	4931428L18Rik
1	31041919	Gm28644
1	31136026	Gm29128
1	31164549	Gm7893
1	31176401	Lgsn
1	31222838	Pih1d3
1	31267326	Gm4850
1	31274892	Gm28645
1	31286945	Gm6489
1	31559540	Eef1a1-ps2
1	31615149	Gm19680
1	31736057	Gm7910
1	32172714	Khdrbs2
1	32473757	Gm37999
1	32485315	Gm37110
1	32496444	Gm37911
1	32519563	Gm9839
1	32539028	Gm37792
1	32543686	Gm5415
1	32710179	Gm37426
1	32967484	Gm37151
1	33028160	Gm28624
1	33065130	Gm37724
1	33100907	Gm7114
1	33108905	Gm4785
1	33212774	Gm37591
1	33235939	Gm2987
1	33315670	Gm18799
1	33371331	Gm7933
1	33453810	Prim2
1	33482101	Gm29228
1	33613758	Gm37618
1	33657781	Gm17813
1	33669824	1700001G17Rik
1	33671915	Gm38173
1	33719887	Rab23
1	33745484	Bag2
1	33748007	Gm37905
1	33761545	Zfp451
1	33836124	Gm15455
1	33852052	Bend6
1	33889490	Gm37067
1	33908225	Dst
1	33922455	Gm37354
1	33963352	Gm28631
1	34032100	Gm38157
1	34165856	Gm26788
1	34269882	A930005N03Rik
1	34329433	Gm37958
1	34350775	Gm37385
1	34367371	Gm5266
1	34415050	Gm3052
1	34427002	Gm37233
1	34436670	Ccdc115
1	34439511	Gm28306
1	34439851	Imp4
1	34459762	Ptpn18
1	34468834	Gm28417
1	34477167	4930568A12Rik
1	34498410	Prss39
1	34523716	Gm28416
1	34535648	Cfc1
1	34538086	Gm28419
1	34543968	Prss40
1	34579202	1700101I19Rik
1	34579657	Amer3
1	34607297	Gm28418
1	34610572	Gm36984
1	34610908	Gm29730
1	34635544	AA619741
1	34678188	Arhgef4
1	34752775	Gm37224
1	34753123	Gm37845
1	34801794	Arhgef4
1	34809360	Gm38336
1	34813219	Fam168b
1	34823525	Gm37127
1	34849976	Plekhb2
1	34928509	Gm19430
1	34969627	Gm37670
1	34970065	Gm8009
1	34985656	Gm38027
1	35625606	Gm37068
1	35806974	Gm28415
1	35879845	1110002O04Rik
1	35958919	Gm8022
1	35981960	Gm37146
1	36002985	Gm33222
1	36011072	4930535G08Rik
1	36029647	Gm38049
1	36068400	Hs6st1
1	36105384	Gm37335
1	36132042	Gm33280
1	36140027	Uggt1
1	36264597	Neurl3
1	36307733	Arid5a
1	36332708	4930403P22Rik
1	36335730	Kansl3
1	36372291	Fer1l5
1	36419871	Lman2l
1	36471620	Cnnm4
1	36473952	Gm37909
1	36511867	Cnnm3
1	36527534	Gm38033
1	36530188	Ankrd23
1	36530193	Gm42417
1	36537507	Ankrd39
1	36548639	Sema4c
1	36557701	D430040D24Rik
1	36562692	Fam178b
1	36601802	Gm6428
1	36691449	Cox5b
1	36698114	Actr1b
1	36710149	4933424G06Rik
1	36739048	Gm33533
1	36761798	Zap70
1	36764863	Gm18828
1	36792191	Tmem131
1	36871903	Gm37506
1	36913601	Gm38115
1	36922797	F830112A20Rik
1	36957930	Rpl12-ps1
1	37026596	Vwa3b
1	37132273	Gm37020
1	37214434	Cnga3
1	37299352	1700074A21Rik
1	37299865	Inpp4a
1	37329667	4930439A04Rik
1	37330971	Gm37135
1	37417084	Coa5
1	37430139	Unc50
1	37439340	Mgat4a
1	37485851	4930594C11Rik
1	37487193	Gm43213
1	37611677	2010300C02Rik
1	37614259	4930556I23Rik
1	37660722	4930470B04Rik
1	37694447	Gm19863
1	37754776	Tsga10
1	37865299	Gm26805
1	37871738	Lipt1
1	37874801	Mitd1
1	37890477	Mrpl30
1	37905923	Lyg2
1	37933596	Gm15457
1	37946736	Lyg1
1	37985189	Txndc9
1	37998010	Eif5b
1	38052786	Rev1
1	38076295	Gm37062
1	38132083	Gm5099
1	38177326	Aff3
1	38235420	Gm16150
1	38307902	Gm16151
1	38384949	Gm16152
1	38487519	Gm34727
1	38722620	Gm38135
1	38767184	2610300A13Rik
1	38793645	Lonrf2
1	38863867	Chst10
1	38884754	Gm37707
1	38907945	Gm6621
1	38939149	Nms
1	38985608	Pdcl3
1	38992678	Gm37309
1	39048648	Gm37821
1	39081252	Gm37091
1	39193731	Npas2
1	39276283	Gm20428
1	39314899	Gm3617
1	39367842	Rpl31
1	39371492	Tbc1d8
1	39419048	Gm37265
1	39534992	Cnot11
1	39547570	Gm15832
1	39551296	Rnf149
1	39597417	Gm5100
1	39618406	Creg2
1	39650176	D930019O06Rik
1	39665301	Rfx8
1	39804148	Gm3646
1	39839175	1700066B17Rik
1	39900913	Map4k4
1	40049039	4930456G14Rik
1	40074079	Il1r2
1	40076228	Gm16894
1	40088511	Gm37347
1	40225080	Il1r1
1	40238020	Gm38070
1	40324610	Il1rl2
1	40353852	Gm17970
1	40429570	Il1rl1
1	40465552	Il18r1
1	40515362	Il18rap
1	40572188	Gm35801
1	40580081	Slc9a4
1	40582895	Gm37435
1	40680574	Slc9a2
1	40691442	Gm37623
1	40771385	Gm37915
1	40772038	Mfsd9
1	40805601	Tmem182
1	40863737	Gm5973
1	41167587	4930448I06Rik
1	41526931	Gm28634
1	41781808	Gm29260
1	42103289	Gm5267
1	42179290	Gm8176
1	42229726	Gm9915
1	42238233	Gm29664
1	42261855	Gm28175
1	42324590	Gm28140
1	42491813	Gm37047
1	42590782	Pantr1
1	42651726	4930420N18Rik
1	42694925	Gm20646
1	42694925	Pou3f3
1	42707061	Pantr2
1	42750712	Dalir
1	42851233	Mrps9
1	42952872	Gpr45
1	43047200	Tgfbrap1
1	43056267	Gm28782
1	43092588	8430432A02Rik
1	43098710	AI597479
1	43123074	Fhl2
1	43189156	Gm8210
1	43250156	Gm29040
1	43270683	Gm29610
1	43409584	Gm29041
1	43444579	Nck2
1	43488447	Gm37536
1	43560273	Gm38228
1	43730602	Ecrg4
1	43741961	Gm29155
1	43742915	Gm29157
1	43745784	Gm29156
1	43746966	Uxs1
1	43785910	Gm16103
1	43888051	Gm19587
1	43898294	Gm8241
1	43933647	Tpp2
1	44009408	Mettl21c
1	44018470	Gm15838
1	44055872	Gm8251
1	44086613	Tex30
1	44091463	Gm29247
1	44106546	Poglut2
1	44118957	Bivm
1	44147744	Ercc5
1	44204070	Mettl21e
1	44212162	Gm15833
1	44330048	Gm5700
1	44392809	Gm28893
1	44463923	Txn-ps1
1	44551511	Gulp1
1	44560885	Gm37626
1	44644279	Gm16102
1	44739676	4930521E06Rik
1	44756942	Gm38110
1	44839171	Gm3489
1	44873486	Gm19480
1	44924149	Gm3496
1	45178067	Gm5268
1	45311538	Col3a1
1	45374321	Col5a2
1	45485836	Gm38211
1	45513532	Gm8296
1	45519774	Gm7063
1	45602026	Gm8304
1	45768337	Gm8307
1	45795166	Wdr75
1	45833800	Gm28906
1	45857332	Gm5526
1	45889525	Gm5269
1	45905623	Gm18303
1	45908068	Slc40a1
1	45971182	Gm9496
1	45981548	Rpl23a-ps1
1	46011757	Gm3852
1	46020072	Stk-ps2
1	46056310	Gm18849
1	46066315	Dnah7b
1	46414502	Gm8326
1	46425592	Dnah7c
1	46807544	Slc39a10
1	46849529	Gm28151
1	46877203	Gm37393
1	46896583	Gm28527
1	47067788	Gm28825
1	47153461	Gm28826
1	47365644	Gm4852
1	47433824	Gm38090
1	47478868	Gm18117
1	47605996	Gm37196
1	47657693	Gm8337
1	47914989	Gm19206
1	48313866	Gm5974
1	48527639	Gm28830
1	48731579	Gm8354
1	48783663	Gm19124
1	48881713	Gm8357
1	49173160	Gm28740
1	49236252	Gm8367
1	49244616	C230029F24Rik
1	49399024	Gm6757
1	49498553	Gm3605
1	49579150	Gm28388
1	50056782	Gm8384
1	50107470	4933411E06Rik
1	50177566	Gm8391
1	50397552	Gm29665
1	50533030	Gm20118
1	50815375	Gm28321
1	50900647	Tmeff2
1	50904444	Gm28322
1	51138281	Gm28319
1	51148309	Gm28320
1	51195221	Gm29325
1	51218386	9330175M20Rik
1	51289126	Cavin2
1	51317528	Gm5253
1	51457932	1700072G22Rik
1	51465862	Nabp1
1	51507086	Gm17767
1	51527005	Gm37535
1	51696324	Gm28055
1	51749765	Myo1b
1	51847840	Gm29453
1	51877110	Gm28323
1	51938254	Gm8419
1	51940664	Gm8420
1	51987148	Stat4
1	52077261	Gm28177
1	52090635	Gm3940
1	52108121	Gm31812
1	52119440	Stat1
1	52134443	Gm18301
1	52163448	Gls
1	52287697	Gm5975
1	52457294	Nab1
1	52503234	Gm5976
1	52522239	Rps27a-ps1
1	52522902	Gm553
1	52570014	Gm28178
1	52584518	Gm5527
1	52630703	Nemp2
1	52653808	Gm37242
1	52656286	Mfsd6
1	52702272	Gm29670
1	52756719	Gm28650
1	52785427	Inpp1
1	52844929	Hibch
1	52873137	Gm16107
1	52922324	1700019D03Rik
1	53061640	Mstn
1	53158577	1700019A02Rik
1	53189187	Pms1
1	53196113	Gm28777
1	53297095	Ormdl1
1	53297111	Gm28778
1	53313624	Osgepl1
1	53325507	Gm28551
1	53326206	Gm18800
1	53344617	Asnsd1
1	53348479	Gm50478
1	53362149	Gm28779
1	53363114	Gm6799
1	53390415	Gm6801
1	53397006	Dnah7a
1	53755506	Stk17b
1	53791201	Gm37863
1	53806876	Hecw2
1	54152397	Gm37633
1	54250683	Ccdc150
1	54396004	Gtf3c3
1	54443404	Gm34066
1	54472994	Pgap1
1	54518610	Gm36955
1	54566703	Gm19637
1	54645340	Ankrd44
1	54681729	4930444A19Rik
1	54737166	Gm37370
1	54913845	A130048G24Rik
1	54985169	Sf3b1
1	55051319	E330011M16Rik
1	55052770	Coq10b
1	55066264	Gm17971
1	55077835	Hspd1
1	55088132	Hspe1
1	55120080	Gm5147
1	55127297	Gm16581
1	55131231	Mob4
1	55160747	Gm6822
1	55170159	Rftn2
1	55226251	Gm10561
1	55237177	Mars2
1	55248658	Boll
1	55335401	Gm8292
1	55370016	Gm29138
1	55381195	Gm8531
1	55405921	Plcl1
1	55440904	Gm38056
1	55444074	Gm6644
1	55559460	Gm37382
1	55931241	9130227L01Rik
1	55960404	Gm36986
1	56018978	1700003I22Rik
1	56451407	Gm28900
1	56531824	Gm28240
1	56636044	Hsfy2
1	56793981	Satb2
1	56971412	9130024F11Rik
1	56976803	Gm4081
1	57127340	1700126A01Rik
1	57200645	BC055402
1	57291425	Gm5254
1	57359222	4930558J18Rik
1	57377620	1700066M21Rik
1	57388237	Tyw5
1	57406328	Maip1
1	57518523	Gm8581
1	57520831	Gm37373
1	57561298	Gm17929
1	57774162	Spats2l
1	57909835	Gm17234
1	57955101	Kctd18
1	57995971	Sgo2a
1	58029931	Aox1
1	58113130	Aox3
1	58210397	Aox4
1	58254117	Gm15759
1	58278326	Aox2
1	58383512	Gm37607
1	58392898	Bzw1
1	58410189	Clk1
1	58430994	Ppil3
1	58445151	Nif3l1
1	58462771	Orc2
1	58505148	Gm15834
1	58522806	Fam126b
1	58586384	Ndufb3
1	58625214	Gm29389
1	58630375	Gm18802
1	58646688	Cbx3-ps7
1	58646903	Flacc1
1	58652641	Gm20257
1	58702309	Gm28803
1	58711508	Cflar
1	58785209	Gm3841
1	58795374	Casp8
1	58797783	Gm37760
1	58850085	Gm28802
1	58900449	Trak2
1	58973522	Stradb
1	58997116	C2cd6
1	58997123	AC169382.1
1	59014224	Gm29018
1	59100590	Tmem237
1	59119833	G730003C15Rik
1	59120935	Mpp4
1	59151047	Gm29017
1	59155607	Gm19125
1	59162926	Als2
1	59256906	Cdk15
1	59378930	Gm29016
1	59447865	Gm37737
1	59482424	Fzd7
1	59488480	Gm26813
1	59516264	Gm973
1	59532991	Gm28411
1	59534811	1700122D07Rik
1	59586558	Sumo1
1	59646200	D430013B06Rik
1	59673241	Gm29596
1	59684971	Nop58
1	59763400	Bmpr2
1	59801263	Gm38125
1	59886969	Gm37977
1	59913006	Fam117b
1	59929688	Gm37531
1	59950403	Gm18829
1	59982490	Ica1l
1	60069785	Wdr12
1	60098247	Carf
1	60117255	Gm15464
1	60180599	Nbeal1
1	60267402	Gm29332
1	60343323	Cyp20a1
1	60353119	6030460B20Rik
1	60409619	Abi2
1	60482292	Raph1
1	60522839	Gm11575
1	60537020	Gm11576
1	60592251	Gm11578
1	60594807	Gm38388
1	60700872	Gm11577
1	60703932	Eif4a-ps4
1	60716800	Cd28
1	60776665	Gm11579
1	60778843	2310016D23Rik
1	60779352	Gm37198
1	60792490	Gm11609
1	60809116	Gm11581
1	60880338	Gm38137
1	60887000	Ctla4
1	60900898	Rpl18-ps1
1	60948230	Gm11582
1	60977927	Icos
1	60989479	Gm37039
1	61075674	Rpl17-ps1
1	61121378	Gm11590
1	61196541	Gm11591
1	61265291	Gm28083
1	61301909	Gm11587
1	61378432	9530026F06Rik
1	61440101	Gm11588
1	61474951	Gm28449
1	61545882	Gm36943
1	61548122	Gm28094
1	61616943	4930587A21Rik
1	61638824	Pard3b
1	61654423	Gm37205
1	61677249	Gm38012
1	61702527	Gm38278
1	61767415	Pard3bos1
1	61805221	Gm38075
1	61980930	Gm29640
1	62095081	Gm29641
1	62131195	Pard3bos2
1	62247153	Gm38351
1	62456725	Pard3bos3
1	62534491	Gm29084
1	62656695	Gm11600
1	62660839	Gm11599
1	62703285	Nrp2
1	62714723	Gm29083
1	62809302	Gm37121
1	62821355	Gm4208
1	62958418	Ino80d
1	63038214	Rps13-ps7
1	63073774	Rps27-ps1
1	63113078	Ino80dos
1	63117118	Gm20342
1	63143596	Ndufs1
1	63176825	Eef1b2
1	63182691	Gpr1
1	63200313	Platr12
1	63248021	1700039I01Rik
1	63266848	Gm11608
1	63273265	Zdbf2
1	63357434	Gm11606
1	63364720	Gm11605
1	63445891	Adam23
1	63615968	Gm39653
1	63622851	Dytn
1	63671468	Gm12748
1	63698819	Mdh1b
1	63730614	Fastkd2
1	63754907	4933402D24Rik
1	63844827	Gm13751
1	63917848	Gm13754
1	63964727	Gm13749
1	64029447	Klf7
1	64078654	Gm13748
1	64150201	Gm13750
1	64185991	Gm28981
1	64454359	Gm28980
1	64532645	Creb1
1	64606473	Mettl21a
1	64617784	Gm28982
1	64649935	Gm29152
1	64679871	2810408I11Rik
1	64690455	Ccnyl1
1	64730558	Fzd5
1	64736240	Gm38058
1	64785983	Plekhm3
1	64934402	Rpl31-ps24
1	64993951	Rpl10a-ps1
1	65012689	Akr1cl
1	65028080	Gm8550
1	65048554	Cryge
1	65061872	Crygd
1	65071525	Crygc
1	65080219	Crygb
1	65095227	Gm7329
1	65100389	Cryga
1	65100619	Gm28845
1	65105285	D630023F18Rik
1	65158616	Idh1
1	65186683	Pikfyve
1	65282056	Pth2r
1	65420850	Gm28927
1	65421124	Gm28926
1	65421770	Gm28925
1	65438664	Gm28923
1	65470201	Gm28922
1	65523671	Gm28728
1	65550464	Gm5255
1	65552682	Gm8805
1	65926520	Crygf
1	66032183	Gm8809
1	66033085	Gm15659
1	66062965	Gm8812
1	66175273	Map2
1	66322276	Gm10558
1	66468367	Unc80
1	66690630	Gm37181
1	66700831	Rpe
1	66719248	Kansl1l
1	66765626	Gm37570
1	66769290	Gm38387
1	66775511	Gm38162
1	66783913	Gm15789
1	66793645	6820402A03Rik
1	66799659	Gm37285
1	66812315	Gm37755
1	66821226	Gm38218
1	66830839	Acadl
1	66849108	Gm15793
1	66924295	Myl1
1	66948563	Rpl31-ps14
1	66951829	Gm15826
1	67000517	Lancl1
1	67123026	Cps1
1	67249200	Gm15668
1	67585053	Kif22-ps
1	67792481	Gm15669
1	67903230	Gm37957
1	68024243	Gm15671
1	68032186	Erbb4
1	68115195	Gm37100
1	68293280	Gm15670
1	68591618	Gm19335
1	68639424	Gm37735
1	68711037	Gm37769
1	68758485	Gm37061
1	69091913	Gm16076
1	69130914	Gm8840
1	69377321	Pced1c-ps
1	69441056	Gm28497
1	69490357	Gm29113
1	69513932	Gm29114
1	69531214	Ikzf2
1	69595036	Gm29112
1	69660187	Gm28112
1	69770868	Gm37930
1	69826970	Spag16
1	70067968	Gm28580
1	70310512	Gm38272
1	70571435	Gm37456
1	70725715	Vwc2l
1	71027498	Bard1
1	71039652	Gm16236
1	71155246	Gm8870
1	71242276	Abca12
1	71493737	Gm6947
1	71557150	Atic
1	71585520	Fn1
1	71652837	Apol7d
1	71709705	Gm5829
1	71714048	Gm5256
1	71843090	Gm37217
1	71888112	Gm8883
1	71894068	Gm28818
1	71958998	4933417E11Rik
1	71983681	4930556G22Rik
1	72004288	Gm5528
1	72087857	Gm8885
1	72107155	Gm4319
1	72159442	Mreg
1	72259167	Pecr
1	72284369	Tmem169
1	72307427	Xrcc5
1	72427112	Marchf4
1	72459499	Gm15843
1	72583251	Smarcal1
1	72641188	Gm39662
1	72642980	Ankar
1	72692864	Gm18035
1	72706289	Gm45859
1	72711290	Rpl37a
1	72824503	Igfbp2
1	72857932	Igfbp5
1	72984844	1700027A15Rik
1	73015074	Tnp1
1	73206890	Gm38106
1	73269064	Gm29185
1	73311717	Gm29184
1	73390775	Pinc
1	73398968	D530049I02Rik
1	73512046	Gm9553
1	73522095	C530043A13Rik
1	73528937	Gm29186
1	73618088	6030407O03Rik
1	73750321	Gm29183
1	73910231	Tns1
1	74125541	Rufy4
1	74153989	Cxcr2
1	74191785	Cxcr1
1	74236084	Arpc2
1	74278550	Gpbar1
1	74279840	Aamp
1	74281161	Gm28364
1	74284930	Pnkd
1	74287542	Gm37503
1	74288247	Tmbim1
1	74295603	Gm29358
1	74307848	Gm37931
1	74362108	Catip
1	74375195	Slc11a1
1	74391509	Ctdsp1
1	74409376	Vil1
1	74435511	Usp37
1	74500340	Gm37733
1	74506058	Cnot9
1	74542888	Plcd4
1	74565127	Zfp142
1	74588289	Bcs1l
1	74593748	Rnf25
1	74601445	Stk36
1	74661745	Ttll4
1	74713574	Cyp27a1
1	74738922	Prkag3
1	74771892	Wnt6
1	74774943	Gm29539
1	74791516	Wnt10a
1	74850895	Gm16582
1	74854934	Cdk5r2
1	74881509	Fev
1	74889934	Cryba2
1	74902071	Cfap65
1	74902371	Gm15841
1	74945315	Ihh
1	74954252	Gm37744
1	74967139	Nhej1
1	75125541	Slc23a3
1	75134554	Cnppd1
1	75142778	Retreg2
1	75168646	Zfand2b
1	75171717	Abcb6
1	75171731	Gm29253
1	75180860	Atg9a
1	75192151	Ankzf1
1	75198236	Glb1l
1	75210838	Stk16
1	75214228	Tuba4a
1	75220095	A630095N17Rik
1	75229552	Gm50472
1	75236406	Dnajb2
1	75247027	Ptprn
1	75252322	Gm28294
1	75272199	Resp18
1	75272605	Gm28902
1	75307896	Dnpep
1	75360329	Des
1	75368212	Gm15179
1	75375297	Speg
1	75392131	Gm15178
1	75435930	Gmppa
1	75450436	Asic4
1	75468570	Gm37264
1	75474569	Chpf
1	75479310	Obsl1
1	75479532	Tmem198
1	75507077	Inha
1	75514107	Gm15181
1	75521529	Stk11ip
1	75542211	Gm15183
1	75546266	Slc4a3
1	75568083	Gm15180
1	75624654	Gm15182
1	75636390	Gm5257
1	76016658	Gm29065
1	76110181	Gm29068
1	76420692	Gm29069
1	76489133	Gm17751
1	76890472	Gm816
1	77143227	Gm38265
1	77367185	Epha4
