# Derived from Mus_musculus.GRCm38.102.chr.gtf.gz in http://ftp.ensembl.org/pub/release-102/gtf/mus_musculus/
# Chromosome	Start	End	Ensembl ID	Name
1	7497968	7518149	00000103067	Gm30414
1	7591646	7591931	00000102320	Gm37791
1	7597379	7599473	00000104226	Gm7470
1	7664081	7664961	00000103903	Rps2-ps2
1	7728861	7730565	00000103557	Gm38216
1	8361475	9299878	00000025909	Sntg1
1	8450960	8453491	00000102647	Gm38024
1	8468426	8468825	00000086235	Gm16284
1	8527780	8531313	00000102253	Gm38259
1	8643696	8644859	00000103884	Gm37005
1	8791923	8792162	00000084353	Gm15452
1	8815842	8816039	00000103933	Gm36964
1	8855928	8856267	00000086195	Gm6152
1	8856763	8857102	00000104504	Gm7445
1	8962996	8963621	00000066693	Gm7493
1	9191067	9192116	00000102316	Gm37629
1	9258617	9259134	00000103819	Gm38008
1	9286922	9290180	00000102871	Gm37143
1	9396773	9398687	00000101571	Gm6187
1	9439741	9440376	00000104428	Gm18299
1	9450579	9451748	00000102272	Gm7512
1	9499338	9501522	00000103411	Gm18300
1	9545408	9547455	00000061024	Rrs1
1	9547948	9580673	00000025911	Adhfe1
1	9560832	9631175	00000079671	2610203C22Rik
1	9574548	9575649	00000081441	Gm6161
1	9601199	9627143	00000067879	Vxn
1	9639255	9640582	00000099827	Gm29520
1	9667415	9700209	00000025912	Mybl1
1	9718622	9748382	00000045210	Vcpip1
1	9747648	9791924	00000097893	1700034P13Rik
1	9798107	9900845	00000025915	Sgk3
1	9802197	9802553	00000046334	Gm6195
1	9908638	9942085	00000046101	Mcmdc2
1	9941959	9944118	00000098234	Snhg6
1	9960163	9967932	00000099032	Tcf24
1	9967314	9968687	00000104025	E330040D14Rik
1	9968624	10009136	00000025916	Ppp1r42
1	9982387	9992366	00000087199	Gm15818
1	10024601	10038168	00000025917	Cops5
1	10037987	10136768	00000056763	Cspp1
1	10057025	10057944	00000102356	1700047N06Rik
1	10137571	10232670	00000067851	Arfgef1
1	10197081	10198802	00000102556	Gm37569
1	10324720	10719945	00000042501	Cpa6
1	10449245	10451989	00000103810	Gm38005
1	10554098	10555553	00000083422	Gm15604
1	10695123	10695614	00000081417	Gm15603
1	10782456	10784377	00000103448	Gm37133
1	10805281	10806522	00000100212	Gm5522
1	10868688	10869446	00000100648	Gm28659
1	10993465	11303681	00000048960	Prex2
1	11223566	11224174	00000101827	Gm28686
1	11363926	11366964	00000103494	Gm37410
1	11414105	11975901	00000057715	A830018L16Rik
1	11416918	11419388	00000103825	Gm38178
1	11608139	11608400	00000099845	Gm29273
1	11704207	11706350	00000103561	Gm38069
1	12120960	12121832	00000101610	Gm7560
1	12565577	12566383	00000097628	Gm2383
1	12655867	12656553	00000098163	Gm6216
1	12667563	12673090	00000097171	Gm17644
1	12670324	12671176	00000101314	Gm29663
1	12692277	12861192	00000016918	Sulf1
1	12866549	12992650	00000025938	Slco5a1
1	13059401	13059951	00000104518	Gm37162
1	13062025	13062345	00000069620	Gm5250
1	13068838	13078662	00000099498	Gm29283
1	13113457	13127163	00000042414	Prdm14
1	13139105	13374083	00000005886	Ncoa2
1	13177462	13179714	00000103506	Gm38376
1	13234809	13236434	00000103495	Gm37409
1	13289812	13290506	00000102639	Gm38223
1	13297036	13298907	00000104170	Gm37702
1	13343563	13348204	00000103085	Gm38120
1	13354483	13356730	00000102664	Gm38380
1	13376070	13388413	00000101476	Gm29570
1	13407012	13407655	00000101171	Gm7593
1	13564698	13589910	00000025935	Tram1
1	13623330	13660546	00000025937	Lactb2
1	13641483	13642748	00000102982	Gm38319
1	13668771	13701723	00000067813	Xkr9
1	13785883	13786879	00000097711	Gm5523
1	13846871	13849119	00000102166	Gm36947
1	14109215	14112819	00000104209	Gm37400
1	14168954	14310235	00000025932	Eya1
1	14255552	14255990	00000102588	Gm37444
1	14752937	14776931	00000054493	Gm9947
1	14753346	14755992	00000025930	Msc
1	14788645	14792965	00000103492	Gm37412
1	14839869	14840156	00000081201	Smt3h2-ps4
1	14865072	14865965	00000082193	Rpl5-ps1
1	14872648	14918862	00000032769	Trpa1
1	15268802	15269797	00000073737	Gm10566
1	15287254	15723750	00000092083	Kcnb2
1	15364302	15365834	00000102937	Gm38116
1	15556249	15558337	00000104149	Gm37138
1	15760122	15760668	00000101652	Gm6060
1	15760761	15760860	00000100814	Gm28669
1	15805646	15844052	00000025925	Terf1
1	15853331	15856499	00000104379	Gm37509
1	15853862	15892722	00000032719	Sbspon
1	16053335	16053887	00000100652	Gm7634
1	16065979	16093325	00000067795	4930444P10Rik
1	16101295	16104662	00000043716	Rpl7
1	16105774	16133734	00000025921	Rdh10
1	16208197	16210517	00000104165	Gm38249
1	16228506	16244062	00000100868	Gm28095
1	16228674	16520112	00000025920	Stau2
1	16253592	16267921	00000089982	Gm7568
1	16540790	16619489	00000025939	Ube2w
1	16618560	16621539	00000102457	Gm38342
1	16641725	16657042	00000079658	Eloc
1	16657552	16662278	00000097744	D030040B21Rik
1	16662980	16663662	00000100959	Gm7654
1	16665207	16678275	00000025940	Tmem70
1	16688051	16709611	00000025779	Ly96
1	16758205	16758623	00000100093	Gm29649
1	16768279	16770138	00000091020	Gm5828
1	16898185	17091631	00000101640	Gm28376
1	16930970	16931796	00000104133	4921511E07Rik
1	16964560	17097889	00000042686	Jph1
1	17124747	17128956	00000100110	Gm28783
1	17145362	17164271	00000025777	Gdap1
1	17168403	17173103	00000099899	Gm28784
1	17250114	17250492	00000100272	Gm28785
1	17394958	17395429	00000100398	Gm5251
1	17397412	17400281	00000101589	Rbm6-ps1
1	17429043	17429528	00000102048	Gm6075
1	17601901	17630939	00000067780	Pi15
1	17615084	17641081	00000100053	Gm28154
1	17676027	17727646	00000085125	Gm16070
1	17727045	17766344	00000025776	Crispld1
1	17741915	17805417	00000099895	Gm28153
1	17947041	17948439	00000100554	Gm7690
1	17993010	17999622	00000099473	Gm18775
1	17993813	17997483	00000099591	Gm17969
1	17994462	18059056	00000109887	Gm28756
1	18005961	18016186	00000102001	Gm28755
1	18048100	18058269	00000101717	Gm45784
1	18115191	18145902	00000025774	Crisp4
1	18210053	18223564	00000070977	Defb44-ps
1	18236473	18237443	00000073735	Defb18
1	18250980	18265138	00000067773	Defb41
1	18262395	18263379	00000101685	Gm17837
1	18708428	18709336	00000101306	Gm5252
1	19037266	19037377	00000101644	Gm28343
1	19062857	19063135	00000099433	Gm28344
1	19063300	19104840	00000089787	Gm15825
1	19103022	19166346	00000042596	Tfap2d
1	19153422	19153966	00000100720	Gm10075
1	19208914	19238576	00000025927	Tfap2b
1	19242725	19243769	00000100538	Gm28340
1	19320226	19320697	00000101117	Gm28341
1	19330939	19333184	00000100204	Gm4849
1	19614269	19616767	00000102597	Gm38382
1	20057779	20618064	00000043760	Pkhd1
1	20062070	20065548	00000104095	Gm37315
1	20356452	20392300	00000089914	4930486I03Rik
1	20444258	20444810	00000090142	Gm15795
1	20669882	20684298	00000099906	Gm28653
1	20730905	20734496	00000025929	Il17a
1	20777146	20790617	00000041872	Il17f
1	20802968	20820312	00000041859	Mcm3
1	20821331	20822516	00000099714	Gm20587
1	20836661	20839689	00000102121	Gm28065
1	20888650	20890473	00000097934	6720483E21Rik
1	20890606	20939650	00000025931	Paqr8
1	20945711	20946914	00000100929	Gm28064
1	20951626	20990841	00000041809	Efhc1
1	20996299	21079229	00000041779	Tram2
1	21080114	21081748	00000099971	Gm28287
1	21178988	21187427	00000100819	Gm2693
1	21218575	21230167	00000025933	Tmem14a
1	21234722	21236821	00000102633	Gm38224
1	21240589	21265661	00000025934	Gsta3
1	21250359	21271593	00000099343	Gm28836
1	21272403	21272906	00000096375	Gm7094
1	21285246	21298312	00000025936	Gm4956
1	21312517	21316320	00000093963	Gm21909
1	21349641	21352200	00000067750	Khdc1a
1	21354005	21355116	00000086194	Gm16329
1	21364803	21365030	00000094436	Gm16327
1	21368331	21370845	00000041722	Khdc1c
1	21372670	21373764	00000085507	Gm2709
1	21379555	21379782	00000094926	Gm16533
1	21383556	21386373	00000085079	Khdc1b
1	21390906	21391101	00000085679	Gm16328
1	21398403	21961942	00000028033	Kcnq5
1	21454691	21457017	00000104138	Gm36949
1	21511933	21513056	00000082935	Gm7658
1	21838948	21840514	00000103748	Gm38243
1	22030064	22030615	00000099692	Gm5696
1	22237849	22238295	00000100418	Gm28239
1	22286251	22805994	00000041670	Rims1
1	22740764	22741565	00000097642	Gm26866
1	22984863	22987125	00000101468	Gm7761
1	23048295	23235673	00000101227	Gm29506
1	23100473	23102253	00000073730	Ppp1r14bl
1	23255685	23256407	00000102766	Gm6420
1	23291537	23291935	00000097970	Gm27028
1	23293729	23294075	00000100775	Gm29107
1	23345956	23346599	00000101226	Gm20954
1	23366424	23397772	00000026158	Ogfrl1
1	23479539	23480527	00000097920	Gm7784
1	23574587	23596664	00000099503	Gm28822
1	23761753	23849158	00000026156	B3gat2
1	23844846	23922317	00000026155	Smap1
1	23995939	24005656	00000026154	Sdhaf4
1	24005505	24005894	00000102495	Gm26524
1	24011093	24100341	00000026153	Fam135a
1	24100625	24103424	00000102398	Gm37580
1	24125275	24126141	00000097670	Gm26607
1	24177610	24252684	00000026147	Col9a1
1	24261890	24587472	00000026141	Col19a1
1	24594087	24595423	00000099997	Tubb4b-ps2
1	24611535	24612410	00000100131	Gm28439
1	24612407	24612700	00000067736	Gm10222
1	24612775	24613119	00000101939	Gm28438
1	24613189	24613971	00000101111	Gm28437
1	24613974	24614651	00000100862	Gm10925
1	24614885	24615565	00000102070	Gm28661
1	24615706	24616197	00000101249	Gm29216
1	24678630	24766301	00000073725	Lmbrd1
1	24910461	24911659	00000100808	Gm28594
1	24963209	24965158	00000100483	Gm28237
1	25011941	25012756	00000100450	Gm9443
1	25026581	25027232	00000099392	Gm29414
1	25067476	25829707	00000033569	Adgrb3
1	25223730	25224173	00000080849	Gm15702
1	25276404	25277954	00000104257	Gm20172
1	25284218	25285248	00000102296	Gm37543
1	25296512	25299886	00000103209	Gm37331
1	25314276	25317708	00000104027	Gm37211
1	25325866	25328398	00000102407	Gm37862
1	25345978	25349082	00000103214	Gm38286
1	25362564	25365820	00000104100	Gm37880
1	25608250	25611184	00000103889	Gm37011
1	25614946	25615515	00000101301	Gm29214
1	25620238	25623180	00000104221	Gm37051
1	25672245	25676239	00000102250	Gm38260
1	25686062	25691501	00000102317	Gm37628
1	25722038	25724778	00000103563	8030445P17Rik
1	25735389	25738969	00000102465	Gm38198
1	25755343	25759033	00000102659	Gm37077
1	25775757	25780306	00000103924	Gm37895
1	25797281	25800905	00000104132	Gm36952
1	25804097	25807406	00000102747	Gm37602
1	25808956	25809972	00000102386	2900022M07Rik
1	25824390	25824719	00000103004	2900002M20Rik
1	25830657	25831878	00000104516	Gm9884
1	25996604	25997159	00000101618	Gm18443
1	26466236	26466886	00000099458	Gm19123
1	26681814	26687460	00000073722	4931408C20Rik
1	27336352	27336768	00000100310	Gm19641
1	27884046	27902396	00000101514	Gm5524
1	27900419	27901072	00000101033	Gm18776
1	27989910	27991782	00000101372	Gm19028
1	28569918	28571431	00000103241	Gm38089
1	28580499	28580772	00000086240	Gm7846
1	28776117	28780252	00000048411	Gm597
1	28800240	28802721	00000081557	Gm5697
1	28938036	28938339	00000058590	Gm6462
1	29219700	29220249	00000101235	Gm18033
1	29484604	29485915	00000099492	Gm5525
1	29813154	29814438	00000118548	AC125120.1
1	29930094	29930715	00000101726	Gm7858
1	30718560	30719962	00000053185	Gm9898
1	30769687	30771815	00000100261	Gm6473
1	30794548	30794875	00000101180	Gm2914
1	30802339	30873921	00000048874	Phf3
1	30833548	30836431	00000103783	Gm37522
1	30865504	30868538	00000104315	Gm37906
1	30940302	30949770	00000117310	Ptp4a1
1	30940302	30949309	00000026064	Ptp4a1
1	30977243	30977968	00000117091	Gm5698
1	30986225	30986953	00000086726	Gm9458
1	30997842	31222684	00000086727	4931428L18Rik
1	31041919	31043675	00000100237	Gm28644
1	31136026	31150105	00000100910	Gm29128
1	31164549	31164773	00000099796	Gm7893
1	31176401	31204725	00000050217	Lgsn
1	31222838	31224288	00000026063	Pih1d3
1	31267326	31267884	00000100205	Gm4850
1	31274892	31275455	00000100592	Gm28645
1	31286945	31287640	00000094215	Gm6489
1	31559540	31561400	00000101093	Eef1a1-ps2
1	31615149	31616661	00000070960	Gm19680
1	31736057	31736891	00000082159	Gm7910
1	32172714	32658568	00000026058	Khdrbs2
1	32473757	32475565	00000103482	Gm37999
1	32485315	32486942	00000104498	Gm37110
1	32496444	32497988	00000104313	Gm37911
1	32519563	32520999	00000102865	Gm9839
1	32539028	32542440	00000102321	Gm37792
1	32543686	32547294	00000091318	Gm5415
1	32710179	32712648	00000104433	Gm37426
1	32967484	32972490	00000102926	Gm37151
1	33028160	33030290	00000100497	Gm28624
1	33065130	33066350	00000102917	Gm37724
1	33100907	33102695	00000100481	Gm7114
1	33108905	33109655	00000100590	Gm4785
1	33212774	33215475	00000104230	Gm37591
1	33235939	33237631	00000101754	Gm2987
1	33315670	33316582	00000100318	Gm18799
1	33371331	33373585	00000101612	Gm7933
1	33453810	33669795	00000026134	Prim2
1	33482101	33482518	00000101682	Gm29228
1	33613758	33616832	00000102714	Gm37618
1	33657781	33658108	00000102093	Gm17813
1	33669824	33670712	00000103746	1700001G17Rik
1	33671915	33674228	00000102198	Gm38173
1	33719887	33742564	00000004768	Rab23
1	33745484	33757795	00000042215	Bag2
1	33748007	33748347	00000103072	Gm37905
1	33761545	33814595	00000042197	Zfp451
1	33836124	33838680	00000081402	Gm15455
1	33852052	33907816	00000042182	Bend6
1	33889490	33891117	00000104416	Gm37067
1	33908225	34308661	00000026131	Dst
1	33922455	33924838	00000103596	Gm37354
1	33963352	33963685	00000099382	Gm28631
1	34032100	34033797	00000103364	Gm38157
1	34165856	34178446	00000096992	Gm26788
1	34269882	34271128	00000103001	A930005N03Rik
1	34329433	34330307	00000104397	Gm37958
1	34350775	34351161	00000102839	Gm37385
1	34367371	34369003	00000101206	Gm5266
1	34415050	34417986	00000101462	Gm3052
1	34427002	34433264	00000102336	Gm37233
1	34436670	34439672	00000042111	Ccdc115
1	34439511	34444730	00000101711	Gm28306
1	34439851	34449356	00000026127	Imp4
1	34459762	34475733	00000026126	Ptpn18
1	34468834	34473148	00000100280	Gm28417
1	34477167	34485933	00000101223	4930568A12Rik
1	34498410	34503063	00000026125	Prss39
1	34523716	34524007	00000101116	Gm28416
1	34535648	34544313	00000026124	Cfc1
1	34538086	34538560	00000101803	Gm28419
1	34543968	34560943	00000037529	Prss40
1	34579202	34579711	00000045815	1700101I19Rik
1	34579657	34590944	00000045174	Amer3
1	34607297	34607719	00000100524	Gm28418
1	34610572	34610806	00000102499	Gm36984
1	34610908	34612303	00000103521	Gm29730
1	34635544	34636189	00000104098	AA619741
1	34678188	34813309	00000037509	Arhgef4
1	34752775	34752922	00000102537	Gm37224
1	34753123	34753477	00000102612	Gm37845
1	34801794	34801964	00000118272	Arhgef4
1	34809360	34811908	00000104002	Gm38336
1	34813219	34843065	00000037503	Fam168b
1	34823525	34826560	00000104358	Gm37127
1	34849976	34879580	00000026123	Plekhb2
1	34928509	34930645	00000103716	Gm19430
1	34969627	34969855	00000103548	Gm37670
1	34970065	34970500	00000103760	Gm8009
1	34985656	34985890	00000103997	Gm38027
1	35625606	35651297	00000104417	Gm37068
1	35806974	35810462	00000101714	Gm28415
1	35879845	35881119	00000102531	1110002O04Rik
1	35958919	35959822	00000103096	Gm8022
1	35981960	35986373	00000102279	Gm37146
1	36002985	36011044	00000103708	Gm33222
1	36011072	36011894	00000104201	4930535G08Rik
1	36029647	36031018	00000102434	Gm38049
1	36068400	36106446	00000045216	Hs6st1
1	36105384	36106446	00000104523	Gm37335
1	36132042	36138746	00000102202	Gm33280
1	36140027	36244720	00000037470	Uggt1
1	36264597	36274679	00000047180	Neurl3
1	36307733	36324029	00000037447	Arid5a
1	36332708	36333420	00000102762	4930403P22Rik
1	36335730	36369181	00000010453	Kansl3
1	36372291	36422110	00000037432	Fer1l5
1	36419871	36445271	00000001143	Lman2l
1	36471620	36508764	00000037408	Cnnm4
1	36473952	36476110	00000104316	Gm37909
1	36511867	36528237	00000001138	Cnnm3
1	36527534	36528237	00000102845	Gm38033
1	36530188	36536883	00000067653	Ankrd23
1	36530193	36539429	00000109510	Gm42417
1	36537507	36547445	00000079610	Ankrd39
1	36548639	36558349	00000026121	Sema4c
1	36557701	36565613	00000087589	D430040D24Rik
1	36562692	36683183	00000046337	Fam178b
1	36601802	36602146	00000089906	Gm6428
1	36691449	36693681	00000061518	Cox5b
1	36698114	36714422	00000037351	Actr1b
1	36710149	36757953	00000102416	4933424G06Rik
1	36739048	36744792	00000104237	Gm33533
1	36761798	36782818	00000026117	Zap70
1	36764863	36765874	00000097291	Gm18828
1	36792191	36943666	00000026116	Tmem131
1	36871903	36872045	00000103016	Gm37506
1	36913601	36916539	00000102930	Gm38115
1	36922797	36926348	00000103159	F830112A20Rik
1	36957930	36958427	00000080054	Rpl12-ps1
1	37026596	37187613	00000050122	Vwa3b
1	37132273	37133264	00000103603	Gm37020
1	37214434	37263384	00000026114	Cnga3
1	37299352	37299697	00000102231	1700074A21Rik
1	37299865	37410736	00000026113	Inpp4a
1	37329667	37334172	00000086064	4930439A04Rik
1	37330971	37331504	00000102879	Gm37135
1	37417084	37430103	00000026112	Coa5
1	37430139	37439124	00000026111	Unc50
1	37439340	37541016	00000026110	Mgat4a
1	37485851	37488605	00000103948	4930594C11Rik
1	37487193	37488982	00000087233	Gm43213
1	37611677	37720085	00000026090	2010300C02Rik
1	37614259	37615372	00000089767	4930556I23Rik
1	37660722	37662647	00000104365	4930470B04Rik
1	37694447	37696664	00000102650	Gm19863
1	37754776	37866429	00000060771	Tsga10
1	37865299	37871388	00000097268	Gm26805
1	37871738	37876228	00000037216	Lipt1
1	37874801	37890411	00000026088	Mitd1
1	37890477	37898535	00000026087	Mrpl30
1	37905923	37916493	00000061584	Lyg2
1	37933596	37954136	00000087374	Gm15457
1	37946736	37957759	00000026085	Lyg1
1	37985189	37997893	00000058407	Txndc9
1	37998010	38055579	00000026083	Eif5b
1	38052786	38129801	00000026082	Rev1
1	38076295	38077305	00000103804	Gm37062
1	38132083	38159892	00000102716	Gm5099
1	38177326	38664955	00000037138	Aff3
1	38235420	38246666	00000085391	Gm16150
1	38307902	38311930	00000085280	Gm16151
1	38384949	38393974	00000087131	Gm16152
1	38487519	38488047	00000102984	Gm34727
1	38722620	38723121	00000102541	Gm38135
1	38767184	38767686	00000103531	2610300A13Rik
1	38793645	38836711	00000048814	Lonrf2
1	38863867	38898161	00000026080	Chst10
1	38884754	38888072	00000103647	Gm37707
1	38907945	38908716	00000102447	Gm6621
1	38939149	38950276	00000067604	Nms
1	38985608	38997238	00000026078	Pdcl3
1	38992678	38994316	00000103046	Gm37309
1	39048648	39057637	00000104188	Gm37821
1	39081252	39083338	00000103182	Gm37091
1	39193731	39363236	00000026077	Npas2
1	39276283	39276565	00000092553	Gm20428
1	39314899	39315453	00000092563	Gm3617
1	39367842	39371911	00000073702	Rpl31
1	39371492	39478755	00000003134	Tbc1d8
1	39419048	39419932	00000102607	Gm37265
1	39534992	39546889	00000003135	Cnot11
1	39547570	39552002	00000085894	Gm15832
1	39551296	39577405	00000048234	Rnf149
1	39597417	39598005	00000102471	Gm5100
1	39618406	39651474	00000050967	Creg2
1	39650176	39657390	00000097083	D930019O06Rik
1	39665301	39720997	00000057173	Rfx8
1	39804148	39805332	00000091937	Gm3646
1	39839175	39847334	00000101634	1700066B17Rik
1	39900913	40026310	00000026074	Map4k4
1	40049039	40050368	00000102985	4930456G14Rik
1	40074079	40125231	00000026073	Il1r2
1	40076228	40085851	00000097899	Gm16894
1	40088511	40091581	00000102975	Gm37347
1	40225080	40317257	00000026072	Il1r1
1	40238020	40244499	00000103560	Gm38070
1	40324610	40367562	00000070942	Il1rl2
1	40353852	40354536	00000103230	Gm17970
1	40429570	40465415	00000026069	Il1rl1
1	40465552	40500854	00000026070	Il18r1
1	40515362	40551705	00000026068	Il18rap
1	40572188	40580662	00000104441	Gm35801
1	40580081	40630725	00000026065	Slc9a4
1	40582895	40586841	00000102676	Gm37435
1	40680574	40769273	00000026062	Slc9a2
1	40691442	40697636	00000103679	Gm37623
1	40771385	40785343	00000103270	Gm37915
1	40772038	40790687	00000041945	Mfsd9
1	40805601	40856887	00000079588	Tmem182
1	40863737	40864232	00000094136	Gm5973
1	41167587	41181252	00000104072	4930448I06Rik
1	41526931	41529543	00000100185	Gm28634
1	41781808	41939560	00000100832	Gm29260
1	42103289	42104333	00000100178	Gm5267
1	42179290	42180388	00000101877	Gm8176
1	42229726	42231108	00000053640	Gm9915
1	42238233	42238695	00000101919	Gm29664
1	42261855	42304412	00000101299	Gm28175
1	42324590	42355937	00000100180	Gm28140
1	42491813	42495663	00000103106	Gm37047
1	42590782	42694842	00000060424	Pantr1
1	42651726	42652401	00000104199	4930420N18Rik
1	42694925	42744791	00000093436	Gm20646
1	42694925	42703176	00000045515	Pou3f3
1	42707061	42713454	00000097063	Pantr2
1	42750712	42752881	00000099784	Dalir
1	42851233	42905683	00000060679	Mrps9
1	42952872	43035456	00000041907	Gpr45
1	43047200	43098637	00000070939	Tgfbrap1
1	43056267	43057134	00000100269	Gm28782
1	43092588	43093835	00000041878	8430432A02Rik
1	43098710	43115947	00000010290	AI597479
1	43123074	43196984	00000008136	Fhl2
1	43189156	43189638	00000094497	Gm8210
1	43250156	43302925	00000099576	Gm29040
1	43270683	43271135	00000099694	Gm29610
1	43409584	43409963	00000101923	Gm29041
1	43444579	43570515	00000066877	Nck2
1	43488447	43490937	00000103422	Gm37536
1	43560273	43561565	00000103945	Gm38228
1	43730602	43742578	00000026051	Ecrg4
1	43741961	43743895	00000100764	Gm29155
1	43742915	43743526	00000100635	Gm29157
1	43745784	43746282	00000100480	Gm29156
1	43746966	43827800	00000057363	Uxs1
1	43785910	43787188	00000090243	Gm16103
1	43888051	43888595	00000100701	Gm19587
1	43898294	43899109	00000101395	Gm8241
1	43933647	44003000	00000041763	Tpp2
1	44009408	44020034	00000047343	Mettl21c
1	44018470	44018649	00000090106	Gm15838
1	44055872	44079746	00000091844	Gm8251
1	44086613	44102441	00000026049	Tex30
1	44091463	44110790	00000101104	Gm29247
1	44106546	44118808	00000026047	Poglut2
1	44118957	44144770	00000041684	Bivm
1	44147744	44181260	00000026048	Ercc5
1	44204070	44218961	00000046828	Mettl21e
1	44212162	44213118	00000089703	Gm15833
1	44330048	44331036	00000100966	Gm5700
1	44392809	44394447	00000100769	Gm28893
1	44463923	44464231	00000101567	Txn-ps1
1	44551511	44796838	00000056870	Gulp1
1	44560885	44565447	00000102319	Gm37626
1	44644279	44644698	00000089877	Gm16102
1	44739676	44744949	00000101701	4930521E06Rik
1	44756942	44758492	00000103071	Gm38110
1	44839171	44839698	00000100434	Gm3489
1	44873486	44874152	00000100013	Gm19480
1	44924149	44924893	00000101251	Gm3496
1	45178067	45179006	00000101937	Gm5268
1	45311538	45349706	00000026043	Col3a1
1	45374321	45503282	00000026042	Col5a2
1	45485836	45493052	00000104476	Gm38211
1	45513532	45514055	00000100218	Gm8296
1	45519774	45520754	00000100361	Gm7063
1	45602026	45602753	00000100894	Gm8304
1	45768337	45769486	00000100843	Gm8307
1	45795166	45823619	00000025995	Wdr75
1	45833800	45836788	00000099850	Gm28906
1	45857332	45857754	00000084817	Gm5526
1	45889525	45890273	00000098549	Gm5269
1	45905623	45906798	00000099381	Gm18303
1	45908068	45926523	00000025993	Slc40a1
1	45971182	45976975	00000099946	Gm9496
1	45981548	45982012	00000070896	Rpl23a-ps1
1	46011757	46012020	00000090682	Gm3852
1	46020072	46030469	00000044457	Stk-ps2
1	46056310	46058986	00000099432	Gm18849
1	46066315	46373550	00000041144	Dnah7b
1	46414502	46416932	00000101262	Gm8326
1	46425592	46807476	00000101337	Dnah7c
1	46807544	46892852	00000025986	Slc39a10
1	46849529	46850479	00000100213	Gm28151
1	46877203	46881072	00000103129	Gm37393
1	46896583	46896879	00000100160	Gm28527
1	47067788	47068025	00000101921	Gm28825
1	47153461	47189071	00000101447	Gm28826
1	47365644	47366372	00000081185	Gm4852
1	47433824	47435765	00000103246	Gm38090
1	47478868	47480198	00000100530	Gm18117
1	47605996	47606901	00000104067	Gm37196
1	47657693	47659630	00000100033	Gm8337
1	47914989	47915815	00000101996	Gm19206
1	48313866	48314851	00000096973	Gm5974
1	48527639	48527851	00000100866	Gm28830
1	48731579	48733090	00000101721	Gm8354
1	48783663	48784593	00000099376	Gm19124
1	48881713	48882723	00000097883	Gm8357
