## Ideogram.js gene cache for Mus musculus
## Derived from https://ftp.ensembl.org/pub/release-102/gtf/mus_musculus/Mus_musculus.GRCm38.102.chr.gtf.gz
## prefix: ENSMUSG
# chr	start	length	slim_id	symbol
1	20730905	3591	25929	Il17a
11	100203162	4386	45545	Krt14
10	127538161	82987	40249	Lrp1
10	87490819	2841	20052	Ascl1
18	82475146	110491	41607	Mbp
7	98051060	68464	30761	Myo7a
13	58806569	327401	55254	Ntrk2
2	57106830	17173	26826	Nr4a2
1	91415982	43342	55866	Per2
11	107933387	410541	50965	Prkca
1	190118035	52679	10175	Prox1
2	101624718	7811	32864	Rag2
11	82035571	1882	35385	Ccl2
16	90220754	5575	22982	Sod1
14	57424062	93874	40040	Ift88
17	35199381	2626	24401	Tnf
17	28691329	57077	53436	Mapk14
7	87246096	152614	30562	Nox4
9	15002128	43350	31934	Panx1
3	52268336	84885	44167	Foxo1
16	42875881	766721	22708	Zbtb20
14	55784995	3870	22221	Ripk3
16	38089001	157083	22812	Gsk3b
7	140863666	18643	25486	Sirt3
19	31868764	80231	52595	A1cf
16	29579334	75550	38084	Opa1
19	29925114	35604	24810	Il33
15	6708379	92022	50310	Rictor
9	106222598	4285	45322	Tlr9
18	64887705	330123	24589	Nedd4l
7	87584168	550739	49583	Grm5
6	14901349	540628	29563	Foxp2
15	102356606	10576	60284	Sp7
X	103460366	22888	86503	Xist
1	173350879	115161	37860	Aim2
1	180568924	32330	26496	Parp1
1	191170296	47743	26628	Atf3
17	57203970	24166	24164	C3
8	110137502	30708	3657	Calb2
5	43868553	43822	29084	Cd38
4	137319696	38024	6699	Cdc42
18	16588877	220369	24304	Cdh2
14	32408203	57786	21919	Chat
11	94936224	16818	1506	Col1a1
13	112598333	54142	21758	Ddx4
12	3806007	108436	20661	Dnmt3a
2	154559407	10485	27490	E2f1
6	47530139	65202	29687	Ezh2
2	22622205	71669	26787	Gad2
3	89202928	6038	28048	Gba
7	142575529	2614	31	H19
X	7930120	17769	31161	Hdac6
2	152736251	1159	42745	Id1
4	136143497	2258	7872	Id3
5	92346638	2251	34855	Cxcl10
16	91485238	22203	22967	Ifnar1
12	113418558	4172	76617	Ighm
1	131019845	5129	16529	Il10
13	16011851	19770	41324	Inhba
5	75932827	45631	62960	Kdr
11	99385254	4110	19761	Krt10
18	56707813	45611	24590	Lmnb1
3	92080271	2871	43165	Lor
8	79338395	61123	31681	Smad1
18	76241580	69383	24563	Smad2
18	73639009	64771	24515	Smad4
13	56703010	39367	21540	Smad5
9	111228228	43563	32498	Mlh1
2	115863064	202775	27210	Meis2
10	107482908	3226	435	Myf5
3	87971078	9373	4891	Nes
11	95568818	18917	120	Ngfr
1	62703285	115410	25969	Nrp2
4	139737062	96466	28736	Pax7
1	94038305	14248	26285	Pdcd1
11	69095217	14743	20893	Per1
9	59656368	23007	32294	Pkm
7	122159439	10434	30867	Plk1
13	63508328	65270	21466	Ptch1
14	66153257	127795	59456	Ptk2b
13	34002363	34784	21408	Ripk1
10	76253853	7306	33208	S100b
5	104435118	5932	29304	Spp1
8	25806555	9427	31574	Star
10	88459569	13667	20059	Sycp3
13	40715302	23074	21359	Tfap2a
7	142892752	38376	214	Th
16	25683763	208339	22510	Trp63
11	59248033	42719	9900	Wnt3a
9	123852315	9714	60509	Xcr1
14	33377898	69260	21936	Mapk8
3	54361109	29928	27750	Postn
3	54755582	45675	27796	Smad9
3	96557957	3926	38393	Txnip
10	42181841	94914	48756	Foxo3
2	28641228	49939	26812	Tsc1
19	5824708	20770	92274	Neat1
2	25244819	2044	115018	Ndor1
2	25244821	11201	6471	Ndor1
2	25244863	10523	115074	Ndor1
17	48346401	7746	23992	Trem2
8	127063893	548393	25812	Pard3
3	57455649	120261	27803	Wwtr1
11	101119938	6481	35198	Tubg1
15	76047158	22626	22568	Scrib
13	89774027	315581	21615	Xrcc4
6	39603237	122226	2413	Braf
11	46454935	26320	20399	Havcr2
11	69398508	15167	18476	Kdm6b
2	131234063	13962	37523	Mavs
8	122481698	69631	14444	Piezo1
11	4938754	9310	20396	Nefh
11	75463716	94	65529	Mir22
11	70235042	93	65411	Mir195a
12	112130880	75	65574	Mir203
8	84208518	74	65611	Mir23a
10	80047166	9273	75706	Gpx4
16	23146536	11492	22878	Adipoq
12	21323509	50123	52593	Adam17
10	75316877	17907	20178	Adora2a
X	21484544	4620	68122	Agtr2
2	32621758	13300	26817	Ak1
X	169176114	11086	31354	Amelx
X	98148769	174446	46532	Ar
10	24915221	12263	19987	Arg1
15	80255184	2357	42406	Atf4
9	53439149	97591	34218	Atm
2	130580620	1934	37727	Avp
17	26138688	57123	24182	Axin1
2	133552159	10726	27358	Bmp2
16	92601466	224683	22952	Runx1
7	144929931	9994	70348	Ccnd1
1	194938819	22460	16494	Cd34
5	17781690	107111	2944	Cd36
8	102632095	153547	31673	Cdh11
13	9875486	485361	46159	Chrm3
1	74153989	7257	26180	Cxcr2
4	117128655	5308	28680	Plk3
19	3322334	63399	24900	Cpt1a
10	78425669	1953	5054	Cstb
8	105636568	46354	5698	Ctcf
5	136248135	319355	29705	Cux1
8	122424776	8154	6519	Cyba
17	50279395	14241	10592	Dazl
X	143855842	77469	31285	Dcx
11	16752203	165955	20122	Egfr
3	138526179	33517	28156	Eif4e
1	77367185	147903	26235	Epha4
16	95359169	227424	40732	Erg
10	4611593	394021	19768	Esr1
2	6539694	969869	2107	Celf2
7	144577318	5145	31077	Fadd
3	37348346	61762	37225	Fgf2
12	85473890	3383	21250	Fos
16	37776873	59641	22816	Fstl1
15	3317760	265732	55737	Ghr
9	107614125	21242	32562	Gnai2
11	102194432	35734	8855	Hdac5
13	98354242	5063	78302	Foxd1
2	148042877	4092	37025	Foxa2
2	163506808	66102	17950	Hnf4a
11	96365752	2504	18973	Hoxb1
X	52988137	33522	25630	Hprt
7	44975989	10579	109324	Prmt1
10	118441046	4846	55170	Ifng
10	87858265	78777	20053	Igf1
11	53602982	15687	869	Il4
13	30749226	17750	21356	Irf4
11	73090583	56863	5947	Itgae
8	128685654	47546	25809	Itgb1
2	137081456	35188	27276	Jag1
4	95049034	3188	52684	Jun
15	101996698	7784	49382	Krt8
2	32384633	3619	26822	Lcn2
6	142490249	17708	30246	Ldhb
9	21723483	26436	32193	Ldlr
2	38339281	30452	247	Lhx2
5	120431699	9524	29595	Lhx5
19	20373428	17516	24659	Anxa1
1	40429570	35845	26069	Il1rl1
9	63646767	111227	32402	Smad3
15	77015487	35183	18893	Mb
11	18879817	139168	20160	Meis1
5	92321347	6732	29417	Cxcl9
16	45382135	26918	22661	Cd200
1	53061640	6439	26100	Mstn
4	148039077	20474	29009	Mthfr
3	89229057	4324	42784	Muc1
15	77760587	81588	22443	Myh9
7	62346569	3693	33585	Ndn
5	24364810	19664	28978	Nos3
2	26457903	58760	26923	Notch1
4	58285960	88343	57280	Musk
11	50199366	11461	15837	Sqstm1
3	31149920	14404	37625	Cldn11
19	44756045	81826	4231	Pax2
4	102087543	519716	28525	Pde4b
4	140745865	28371	25330	Padi4
9	8899833	68778	31870	Pgr
17	24549834	46674	32855	Pkd1
5	104459450	46369	34462	Pkd2
15	85734983	67836	22383	Ppara
2	19445663	1838	26735	Ptf1a
3	151796502	41128	28036	Ptgfr
6	36714929	95291	29838	Ptn
14	73183673	142149	22105	Rb1
1	169655501	40312	26678	Rgs5
4	152325742	8329	28936	Rpl22
11	69733997	24640	5198	Polr2a
9	119608456	110866	34533	Scn10a
15	76457452	2006	34161	Scx
X	7573644	21601	39521	Foxp3
17	85684277	3997	24134	Six2
15	8634124	76640	5360	Slc1a3
7	105554360	4029	37049	Smpd1
16	23889573	1385	4366	Sst
5	52363791	7627	72941	Sod3
12	27334264	8310	63632	Sox11
11	55394500	28683	18593	Sparc
10	80115803	14879	3068	Stk11
11	69045647	6017	20897	Aurkb
2	172356190	14345	27496	Aurka
6	34920163	19181	29848	Stra8
13	52583173	65619	21457	Syk
16	18580979	9692	9097	Tbx1
11	52252371	30960	782	Tcf7
10	71225464	12816	3923	Tfam
19	14448150	149901	24642	Tle4
5	64924679	8884	44827	Tlr1
5	64952031	8066	51498	Tlr6
10	91147571	33744	19961	Tmpo
10	19000910	14747	19850	Tnfaip3
2	165055627	17321	17652	Cd40
14	78277445	30598	22015	Tnfsf11
X	18162575	117361	37369	Kdm6a
2	158610767	4981	37771	Slc32a1
10	5639218	8399	19772	Vip
7	110122046	21240	31016	Wee1
2	105126529	47087	16458	Wt1
6	121245906	25011	30107	Usp18
19	6910977	10863	24955	Esrra
16	16983382	64071	63358	Mapk1
7	126759601	6218	63065	Mapk3
13	69533746	102034	21595	Nsun2
4	148145716	6424	55401	Fbxo6
16	91269772	2161	46160	Olig1
10	62804570	104426	47146	Tet1
4	6365650	42773	28249	Sdcbp
1	182954788	21256	79164	Tlr5
11	78536361	5376	1105	Ift20
14	52294841	10287	22160	Mettl3
14	55618037	7358	2324	Rec8
2	164960802	38929	17740	Slc12a5
4	150897133	17304	28964	Park7
14	16249280	62646	21785	Ngly1
19	29367455	20640	16496	Cd274
1	92950865	35526	26271	Gpr35
2	164562413	6097	17723	Wfdc2
7	45302632	31148	38260	Trpm4
15	75862327	5081	22575	Gsdmd
X	164139332	49088	15405	Ace2
17	45391884	41853	23932	Cdc5l
7	45163949	12193	70570	Slc17a7
13	3149475	40203	91304	Speer6-ps1
7	141839070	34014	66108	Muc5b
11	119602905	296671	25583	Rptor
11	101962458	4557	1494	Sost
11	68691559	125073	20900	Myh10
5	21810655	54949	29015	Slc26a5
10	128296139	2613	25383	Il23a
7	30942368	1664	50440	Hamp
1	172000960	27484	26556	Vangl2
7	144588549	163425	31075	Ano1
11	101155907	5880	45007	Tubg2
19	4286001	20221	24858	Grk2
8	45395665	15415	31639	Tlr3
X	167242696	21633	40522	Tlr8
3	27371351	6659	51136	Ghsr
8	31814551	1070246	62991	Nrg1
9	45766946	61745	43987	Cep164
9	78430526	12711	32344	Cgas
17	25838457	6394	25733	Rhot2
11	118476829	12380	33857	Engase
14	27428834	54721	40651	Tasor
15	97744770	23202	22469	Rapgef3
15	98038744	55000	33075	Senp1
3	103020426	37760	68823	Csde1
4	148160621	5803	41556	Fbxo2
7	127967457	18244	30795	Fus
9	95857597	94184	32409	Atr
9	44252717	15882	32109	Nlrx1
1	14872648	46214	32769	Trpa1
4	8690406	177253	41235	Chd7
13	63301208	67	105904	Mir24-1
11	75173682	65	65537	Mir132
13	63300484	73	65599	Mir23b
8	84208672	86	65444	Mir27a
13	63300712	72	65475	Mir27b
8	23142555	127	70084	Mir486
X	151913214	107	65536	Mir98
8	84208815	106	65541	Mir24-2
15	101174067	39617	532	Acvr1b
8	24677225	48627	31553	Adam3
10	79890853	1802	61780	Cfd
18	62177816	2143	45730	Adrb2
7	79053483	61616	30607	Acan
4	156165290	32198	41936	Agrn
8	105566698	70695	5705	Agrp
13	30336441	46426	49115	Agtr1a
17	35170991	5077	24397	Aif1
10	78030022	13588	731	Aire
6	116410077	51101	25701	Alox5
9	31149557	62258	31996	Aplp2
7	70351944	14791	30551	Nr2f2
7	113207465	106661	55116	Arntl
3	127633135	2496	27967	Neurog2
3	101576219	28465	33161	Atp1a1
10	128083273	7118	25393	Atp5b
8	105524465	41582	13160	Atp6v0d1
X	106027276	97650	33792	Atp7a
16	23965052	23800	22508	Bcl6
6	29376671	11797	58831	Opn1sw
13	93616675	21286	74768	Bhmt
2	128126038	36509	27381	Bcl2l11
2	18677018	9611	26739	Bmi1
7	138890836	18683	78566	Bnip3
11	101488764	63191	17146	Brca1
X	57043074	5684	31130	Brs3
X	134542336	41234	31264	Btk
18	60925618	62534	24617	Camk2a
19	5988545	27352	24942	Capn1
4	141793612	22364	28914	Casp9
6	17281185	7930	58	Cav2
18	86711110	7173	24647	Cbln2
9	121489824	5870	32532	Cck
3	86995834	3607	28076	Cd1d1
3	101275899	12040	27863	Cd2
7	30865402	14940	30577	Cd22
6	124864692	23529	23274	Cd4
2	102811141	90524	5087	Cd44
16	38455561	40774	75122	Cd80
10	69335146	17792	19942	Cdk1
10	127063534	4386	6728	Cdk4
9	36708482	18583	32113	Chek1
12	84569762	25695	21239	Vsx2
10	80165985	6801	45193	Cirbp
8	60910389	72911	4319	Clcn3
X	139800828	10558	47230	Cldn2
1	128588199	4094	45382	Cxcr4
9	124101950	11607	49103	Ccr2
9	114490316	14600	47898	Ccr4
X	71991849	18369	5864	Cnga2
9	109847379	2238	38357	Camp
4	47208161	105006	28339	Col15a1
8	11198423	114403	31502	Col4a1
6	4504814	36730	29661	Col1a2
8	120668222	5985	31818	Cox4i1
12	24665833	15980	62563	Cys1
3	19693401	1995	49796	Crh
11	104132855	42668	18634	Crhr1
4	103619359	1125485	28519	Dab1
14	97786853	382912	55639	Dach1
18	71253634	1097435	60534	Dcc
X	13280970	13082	787	Ddx3x
13	92354726	34327	21707	Dhfr
6	6877805	4280	29755	Dlx5
8	123186242	15570	19278	Dpep1
16	43754026	68906	22705	Drd3
11	70000595	11706	20888	Dvl2
13	88821472	501751	34488	Edil3
7	120842831	64619	35064	Eef2k
11	69554092	6113	3934	Efnb3
10	67535475	6713	37868	Egr2
6	70844515	60730	31668	Eif2ak3
5	28165694	6472	39095	En2
4	136647539	188449	28664	Ephb2
14	66084374	40126	22040	Ephx2
12	38779380	91104	4151	Etv1
3	29951296	596712	27684	Mecom
15	73205102	218178	22607	Ptk2
13	118669791	122324	21732	Fgf10
X	59062145	505926	31137	Fgf13
7	144838083	6353	31074	Fgf3
17	28399094	118433	24222	Fkbp5
12	16535669	111297	20593	Lpin1
X	68678541	39422	838	Fmr1
5	32135801	22041	29135	Fosl2
11	101367561	10342	78650	G6pc
5	61808816	2347	89992	G6pd2
2	70553072	48942	70880	Gad1
16	42248442	92209	47261	Gap43
7	51862015	132960	30498	Gas2
2	62474530	9120	394	Gcg
10	128882295	9423	25352	Gdf11
4	11704457	10295	28214	Gem
5	107716657	9379	29275	Gfi1
4	32596960	5800	51056	Gja10
2	114009601	4018	68615	Gjd2
14	57098600	6102	46352	Gjb2
9	77754535	39950	32350	Gclc
13	15463235	266791	21318	Gli3
1	153899944	9779	26473	Glul
17	30901817	38974	24027	Glp1r
4	117834506	40692	28542	Slc6a9
2	69424340	161725	27070	Lrp2
2	25291181	28006	26959	Grin1
6	135713233	460278	30209	Grin2b
18	39410545	108876	24431	Nr3c1
10	10686059	396297	19828	Grm1
5	75075601	2292	35946	Gsx2
17	34282744	5079	36594	H2-Aa
17	34856374	6144	90231	Cfb
8	57320983	3650	38193	Hand2
10	79716634	19474	20331	Hcn2
18	37935844	19172	24454	Hdac3
18	36504927	10878	24486	Hbegf
16	30064384	3412	22528	Hes1
3	8663359	3897	40289	Hey1
13	31556134	4842	38415	Foxq1
11	116330704	4695	34227	Foxj1
16	18877037	93272	22702	Hira
16	4726361	40381	4070	Hmox2
12	57540628	6288	35451	Foxa1
6	52242106	3704	38210	Hoxa11
6	52223100	7989	38227	Hoxa9
5	135887919	1644	4951	Hspb1
11	76998603	33737	20838	Slc6a4
4	91250763	150022	8489	Elavl2
19	34583531	5200	74896	Ifit3
7	142650766	16050	48583	Igf2
11	44400063	13970	4296	Il12b
9	50554827	27013	39217	Il18
X	101264378	3877	31304	Il2rg
19	52264297	1179	35804	Ins1
8	3122061	157556	5534	Insr
13	116298281	11408	42258	Isl1
10	77530252	35456	290	Itgb2
11	46325150	64365	20395	Itk
6	126640397	5987	47976	Kcna1
1	172341210	32875	44708	Kcnj10
16	95257558	42702	62609	Kcnj15
11	110968033	59935	51497	Kcnj16
3	10012548	4059	27533	Fabp5
8	84901928	3367	54191	Klf1
4	55527143	5323	3032	Klf4
2	160363703	3362	74622	Mafb
X	73853778	42327	31391	L1cam
17	67697259	125388	32796	Lama1
2	180176373	49486	15647	Lama5
12	31265234	64410	2900	Lamb1
15	78926725	3740	68220	Lgals1
14	47367751	18409	50335	Lgals3
7	28863853	2431	53522	Lgals7
11	84518284	7251	18698	Lhx1
10	80901203	17042	62075	Lmnb2
2	33560965	79643	38765	Lmx1b
2	4919019	19711	26664	Phyh
6	83034173	18389	693	Loxl3
17	35185095	3344	73412	Lst1
14	55765962	2532	46908	Ltb4r1
18	75367529	28406	25880	Smad7
7	30899176	15697	36634	Mag
6	17463800	110180	9376	Met
7	79133768	15292	30605	Mfge8
9	7272514	10817	50578	Mmp13
14	54431612	13752	957	Mmp14
17	37010743	12655	76439	Mog
5	114444269	16322	41939	Mvk
2	91118144	18372	2100	Mybpc3
5	122100951	12521	13936	Myl2
18	31959234	77727	24388	Myo7b
7	46376474	2625	9471	Myod1
10	108162193	122282	19907	Ppp1r12a
5	134220053	9572	15950	Ncf1
1	191821444	11606	26622	Nek2
2	79452521	4230	34701	Neurod1
13	56250478	1685	48904	Neurog1
11	79339693	241919	20716	Nf1
18	80606205	106866	33016	Nfatc1
3	102469919	51094	27859	Ngf
17	26838664	6345	15579	Nkx2-5
5	101658139	6857	35187	Nkx6-1
8	107388225	14981	3849	Nqo1
3	98013527	136834	27878	Notch2
15	100387898	37174	23030	Slc11a2
3	103058285	9629	27852	Nras
7	142079490	16353	37887	Dusp8
11	76257198	141942	20844	Nxn
12	17544794	6711	11179	Odc1
7	98143359	2143	74006	Omp
6	78370657	2809	71356	Reg3b
10	76351263	91523	1151	Pcnt
18	61045150	39911	24620	Pdgfrb
11	101769742	15629	17724	Etv4
11	95666957	13816	38845	Phb
10	91116574	7485	61904	Slc25a3
7	3711409	8982	58818	Pirb
3	129199878	19713	28023	Pitx2
X	136822671	17062	31425	Plp1
2	164839518	18193	17754	Pltp
12	3954951	5691	20660	Pomc
1	42694925	8251	45515	Pou3f3
14	104461676	6323	48349	Pou4f1
17	28232700	68774	2250	Ppard
5	122158278	16995	4455	Ppp1cc
11	52098681	29097	20349	Ppp2ca
11	102099930	1389	17316	Ppy
10	62493833	33618	20077	Srgn
13	27057570	7635	21342	Prl
12	102394084	45729	21190	Lgmn
11	77880615	13481	17453	Pipox
1	150100031	8196	32487	Ptgs2
6	147252101	12082	48776	Pthlh
5	20986645	69266	28771	Ptpn12
12	3247428	62541	20671	Rab10
1	33719887	22677	4768	Rab23
6	87999106	46164	79477	Rab7
2	101638282	11219	61311	Rag1
9	37415669	17577	32128	Robo3
2	157145893	58641	27641	Rbl1
8	33782643	147220	31586	Rbpms
5	53466152	191210	39191	Rbpj
1	133350510	9815	70645	Ren1
5	77265491	20941	29249	Rest
18	10064401	117644	24290	Rock1
2	112631355	585741	57378	Ryr3
3	90692632	3089	56071	S100a9
7	46740497	2483	74115	Saa1
3	83766321	7995	27996	Sfrp2
10	61098642	49061	20097	Sgpl1
1	106764071	32657	9907	Vps4b
5	33104219	58651	11034	Slc5a1
3	20057811	60679	2428	Hltf
10	75896769	24848	902	Smarcb1
9	110117708	122470	32481	Smarcc1
2	136713453	68975	27273	Snap25
1	4490931	6423	25902	Sox17
6	143828425	953552	41540	Sox5
7	115470872	567924	51910	Sox6
11	30099395	168780	20315	Sptbn1
2	157418444	53418	27646	Src
11	60199089	23492	20538	Srebf1
X	42149317	127868	25862	Stag2
5	87575969	15625	29272	Sult1e1
3	102818499	117601	27855	Sycp1
X	20860511	60493	37217	Syn1
4	115056426	15329	28717	Tal1
5	119832668	52551	18263	Tbx5
7	126781483	4077	30699	Tbx6
9	71842688	269183	32228	Tcf12
10	22817281	2893	45680	Tcf21
18	69343356	345723	53477	Tcf4
7	112679318	227489	55320	Tead1
4	94739289	135687	6386	Tek
9	116084293	91067	32440	Tgfbr2
2	118111876	15257	40152	Thbs1
16	89787111	356658	2489	Tiam1
11	69686250	9599	97328	Tnfsf12
1	135836354	15906	26414	Tnnt2
4	154056249	83959	29026	Trp73
7	102083116	13280	100254	Trpc2
X	144381671	306509	41710	Trpc5
18	20665280	9041	61808	Ttr
6	125278274	7768	67702	Tuba3a
12	33957671	2158	35799	Twist1
19	9083636	4322	24653	Scgb1a1
10	60302748	393742	12819	Cdh23
19	59166187	3869	6270	Vax1
14	20929398	104278	21823	Vcl
15	97854425	56205	22479	Vdr
4	137277489	22237	36856	Wnt4
14	28504750	22698	21994	Wnt5a
15	36770770	26159	22285	Ywhaz
4	141444654	23276	6215	Zbtb17
3	89377644	17132	28042	Zbtb7b
14	122475435	4417	61524	Zic2
8	84815404	17005	53226	Dand5
10	7726000	37150	19794	Katna1
9	63163768	214134	58444	Map2k5
9	59942771	17888	32292	Nr2e3
12	9570116	11384	48387	Osr1
5	117282654	4971	32959	Pebp1
9	20652095	14489	32171	Pin1
18	36666681	4134	6050	Sra1
8	10006467	32605	31497	Tnfsf13b
2	44983632	133763	26872	Zeb2
6	58584523	111153	29802	Abcg2
7	25461707	15896	74272	Ceacam1
12	86361117	160511	21255	Esrrb
1	187608791	606094	26610	Esrrg
18	38327535	11468	52102	Gnpda1
11	65688243	100054	33352	Map2k4
8	4238740	9157	2948	Map2k7
11	49846751	39670	20366	Mapk9
2	38692656	21886	26751	Nr5a1
13	93299635	105494	7617	Homer1
6	29526625	15246	29771	Irf5
6	31519488	44493	25608	Podxl
17	23675445	2023	23905	Tnfrsf12a
4	134923592	4079	37266	Rsrp1
7	128523616	23365	30847	Bag3
1	16228674	291438	25920	Stau2
7	80711583	114391	30536	Iqgap1
2	30960627	7306	26849	Tor1a
11	43420250	6001	20415	Pttg1
12	32173473	35186	20573	Pik3cg
10	79886247	1968	20125	Elane
17	20945311	20605	7564	Ppp2r1a
2	52072832	49551	36202	Rif1
8	47823959	166965	31563	Wwc2
12	85686669	22418	34266	Batf
16	8637674	24793	22711	Pmm2
10	78041947	21675	730	Dnmt3l
6	65117293	27615	29919	Hpgds
19	10389090	64090	24743	Syt7
14	65052060	97795	21978	Extl3
5	27740080	51611	2221	Paxip1
7	35641982	5539	30417	Pdcd5
8	104628070	3257	31880	Rrad
2	127456498	65596	79056	Kcnip3
X	133891068	7361	67377	Tspan6
8	105701148	2348	5699	Pard6a
X	38189793	7253	48047	Zbtb33
14	52488791	6958	59887	Olfr1507
14	37034909	14055	21804	Rgr
2	173206612	12311	27514	Zbp1
6	113716119	3761	64177	Ghrl
13	55417958	8835	21492	F12
11	80209019	58888	17686	Rhot1
3	18054174	3343	25128	Bhlhe22
3	137341067	91118	54690	Emcn
9	97444395	588786	32452	Clstn2
X	133850980	14597	31250	Tnmd
19	41922292	11131	34321	Exosc1
7	127989708	4159	30793	Pycard
12	58264720	4570	45930	Clec14a
4	116702279	6127	28690	Mmachc
3	135825279	63293	53897	Slc39a8
6	40514824	4684	29909	Prss37
3	60025717	14443	27761	Aadac
12	84754562	18590	21242	Npc2
4	82798738	61220	28403	Zdhhc21
13	43365496	29707	54021	Sirt5
1	24678630	87671	73725	Lmbrd1
7	24743983	16328	52212	Cd177
4	138313409	12898	28756	Pink1
4	41291300	23589	28436	Dcaf12
11	70216789	4275	44367	Slc16a13
1	72984844	40663	101968	1700027A15Rik
11	69682846	2938	89669	Tnfsf13
10	95336276	29926	100550	2310039L15Rik
13	73911347	26437	21569	Trip13
15	52712408	18156	38622	Med30
9	46012820	211374	34135	Sik3
13	73963851	29139	69189	Zdhhc11
4	127021324	15689	28820	Sfpq
9	57589452	6781	32308	Ulk3
6	122707489	7144	12396	Nanog
10	29452416	83451	19880	Rspo3
17	25188397	46046	15127	Unkl
2	173110818	22386	87382	Ctcflos
4	156215868	5439	78486	Perm1
8	88697028	54917	36712	Cyld
3	90254163	9962	27936	Crtc2
7	30568858	19868	6307	Kmt2b
4	95557507	369432	28573	Fggy
2	139833480	233325	39033	Tasp1
11	61485431	3469	42436	Mfap4
9	87702800	28460	32419	Tbx18
2	153856188	14896	27480	Sun5
7	127925716	4388	30800	Prss8
11	88339382	379131	69769	Msi2
5	139423151	4649	53647	Gper1
1	87755870	36558	26289	Atg16l1
11	105589986	339318	53580	Tanc2
11	120653788	7387	42988	Notum
11	106394650	93202	20715	Ern1
12	34047580	869515	4698	Hdac9
16	35938470	34135	22906	Parp9
12	8674134	78447	20594	Pum2
12	91555262	35225	20962	Gtf2a1
