# Derived from Homo_sapiens.GRCh38.102.chr.gtf.gz in http://ftp.ensembl.org/pub/release-102/gtf/homo_sapiens/
# Chromosome	Start	End	Ensembl ID	Name
1	1324756	1328896	00000224051	CPTP
1	1331280	1335314	00000169962	TAS1R3
1	1335276	1349418	00000107404	DVL1
1	1352689	1361777	00000162576	MXRA8
1	1373730	1375495	00000175756	AURKAIP1
1	1378666	1379032	00000223663	NDUFB4P8
1	1385711	1399335	00000221978	CCNL2
1	1399520	1402046	00000224870	MRPL20-AS1
1	1401909	1407293	00000242485	MRPL20
1	1409096	1410618	00000272455	MRPL20-DT
1	1418420	1421769	00000235098	ANKRD65
1	1420245	1422691	00000225905	AL391244.1
1	1426128	1427787	00000205116	TMEM88B
1	1430539	1434573	00000225285	LINC01770
1	1434861	1442882	00000179403	VWA1
1	1449689	1470163	00000215915	ATAD3C
1	1471765	1497848	00000160072	ATAD3B
1	1503250	1509452	00000284740	AL645728.2
1	1512162	1534685	00000197785	ATAD3A
1	1534778	1540624	00000205090	TMEM240
1	1541673	1574863	00000160075	SSU72
1	1574102	1577075	00000215014	AL645728.1
1	1583510	1583909	00000274481	AL691432.3
1	1598012	1600135	00000228594	FNDC10
1	1613758	1615795	00000272106	AL691432.2
1	1615415	1630610	00000197530	MIB2
1	1632163	1635263	00000189409	MMP23B
1	1635225	1659012	00000248333	CDK11B
1	1659325	1662602	00000272004	FO704657.1
1	1659529	1692795	00000189339	SLC35E2B
1	1671990	1674397	00000269737	AL691432.1
1	1699942	1701782	00000215914	MMP23A
1	1702379	1724357	00000008128	CDK11A
1	1702736	1737688	00000268575	AL031282.2
1	1724512	1737251	00000227775	AL031282.1
1	1724838	1745992	00000215790	SLC35E2A
1	1751232	1780457	00000008130	NADK
1	1785285	1891117	00000078369	GNB1
1	1891471	1892658	00000231050	AL109917.1
1	1915108	1917296	00000169885	CALML6
1	1917590	1919279	00000178821	TMEM52
1	1921951	2003837	00000142609	CFAP74
1	2013213	2015639	00000233542	AL391845.2
1	2019329	2030758	00000187730	GABRD
1	2049203	2050070	00000226969	AL391845.1
1	2050411	2185395	00000067606	PRKCZ
1	2141084	2145279	00000271806	AL590822.2
1	2181794	2184389	00000182873	PRKCZ-AS1
1	2184461	2212720	00000162585	FAAP20
1	2212523	2220738	00000234396	AL590822.1
1	2228319	2310213	00000157933	SKI
1	2315040	2323085	00000287356	AL590822.3
1	2321253	2391707	00000116151	MORN1
1	2326201	2326693	00000272161	AL589739.1
1	2350414	2352820	00000269896	AL513477.1
1	2363061	2363628	00000272420	AL513477.2
1	2391775	2405442	00000157916	RER1
1	2403964	2413797	00000157911	PEX10
1	2425980	2505532	00000149527	PLCH2
1	2492300	2493258	00000224387	AL139246.1
1	2493437	2494479	00000229393	AL139246.4
1	2508537	2526597	00000157881	PANK4
1	2528745	2530263	00000197921	HES5
1	2530064	2547460	00000272449	AL139246.5
1	2549920	2557031	00000238164	TNFRSF14-AS1
1	2555639	2565382	00000157873	TNFRSF14
1	2566410	2569888	00000225931	AL139246.2
1	2581560	2584533	00000228037	AL139246.3
1	2586491	2591469	00000157870	PRXL2B
1	2590639	2633016	00000142606	MMEL1
1	2632568	2636620	00000237058	MMEL1-AS1
1	2635976	2801717	00000215912	TTC34
1	2768091	2784733	00000285945	AC242022.2
1	2773603	2776473	00000283259	AC242022.1
1	2811850	2812692	00000233234	AL592464.2
1	2814432	2814998	00000231630	AL592464.1
1	2960658	2968707	00000284745	AL589702.1
1	3021467	3022903	00000169717	ACTRT2
1	3059615	3068437	00000177133	PRDM16-DT
1	3069168	3438621	00000142611	PRDM16
1	3132927	3133709	00000226286	AL008733.1
1	3205988	3208664	00000279839	AL512383.1
1	3306636	3310096	00000272235	AL590438.1
1	3454665	3481113	00000130762	ARHGEF16
1	3487246	3487627	00000272088	AL512413.1
1	3487951	3611508	00000162591	MEGF6
1	3623190	3624743	00000238260	AL513320.1
1	3625015	3630127	00000158109	TPRG1L
1	3630767	3652761	00000116213	WRAP73
1	3652516	3736201	00000078900	TP73
1	3658938	3668772	00000227589	TP73-AS3
1	3712200	3714298	00000235131	TP73-AS2
1	3735511	3747373	00000227372	TP73-AS1
1	3746460	3771645	00000162592	CCDC27
1	3772749	3775982	00000235169	SMIM1
1	3778559	3796498	00000130764	LRRC47
1	3785008	3785538	00000272153	AL365330.1
1	3812086	3857396	00000116198	CEP104
1	3857267	3885429	00000169598	DFFB
1	3889125	3900293	00000198912	C1orf174
1	3900352	3917225	00000236423	LINC01134
1	3940486	3955262	00000233304	LINC01346
1	3944547	3949024	00000226374	LINC01345
1	3976133	4012704	00000284668	LINC02780
1	4012921	4019508	00000284703	AL805961.1
1	4175528	4175899	00000229280	EEF1DP6
1	4412027	4424689	00000235054	LINC01777
1	4479131	4484375	00000284694	AL355602.1
1	4551735	4552145	00000227169	Z98747.1
1	4571481	4594016	00000232596	LINC01646
1	4654609	4792534	00000196581	AJAP1
1	4963954	4973298	00000284739	BX005132.1
1	4973381	4981568	00000284674	LINC02781
1	5086459	5090899	00000231510	LINC02782
1	5301928	5307394	00000284616	AL139823.1
1	5478736	5493057	00000284692	Z98259.3
1	5480787	5482028	00000284666	Z98259.2
1	5492978	5494674	00000260972	Z98259.1
1	5554747	5554881	00000283356	Z97988.2
1	5561709	5668295	00000236948	AL365255.1
1	5862811	5992473	00000131697	NPHP4
1	5990927	6101193	00000069424	KCNAB2
1	6101787	6180321	00000116254	CHD5
1	6159430	6197757	00000285629	AL031847.1
1	6185020	6209389	00000116251	RPL22
1	6204840	6205780	00000226944	RNF207-AS1
1	6205475	6221299	00000158286	RNF207
1	6221193	6235972	00000116237	ICMT
1	6234692	6239444	00000225077	LINC00337
1	6244179	6245578	00000173673	HES3
1	6247353	6261098	00000158292	GPR153
1	6264269	6393767	00000097021	ACOT7
1	6393555	6394391	00000271746	AL031848.2
1	6412418	6424670	00000069812	HES2
1	6424776	6461367	00000187017	ESPN
1	6443034	6447006	00000231868	AL031848.1
1	6460786	6466175	00000215788	TNFRSF25
1	6467122	6520074	00000171680	PLEKHG5
1	6521347	6554513	00000162408	NOL9
1	6547905	6548619	00000229519	AL591866.1
1	6555307	6579755	00000173662	TAS1R1
1	6579994	6589280	00000204859	ZBTB48
1	6590724	6614607	00000162413	KLHL21
1	6613731	6624030	00000116273	PHF13
1	6624866	6635586	00000041988	THAP3
1	6634168	6701924	00000007923	DNAJC11
1	6724637	6730012	00000228750	LINC01672
1	6767954	6770038	00000284744	AL591163.1
1	6783892	6784843	00000237436	CAMTA1-DT
1	6785454	7769706	00000171735	CAMTA1
1	6834333	6834618	00000227950	AL590128.1
1	7008376	7014279	00000237365	AL512330.1
1	7368942	7370270	00000237402	CAMTA1-IT1
1	7382487	7389754	00000237728	CAMTA1-AS2
1	7441096	7441554	00000225126	CAMTA1-AS1
1	7693124	7694844	00000270171	AL359881.3
1	7698303	7698872	00000270035	AL359881.2
1	7700704	7700970	00000269978	AL359881.1
1	7771296	7781432	00000049245	VAMP3
1	7776383	7776775	00000269925	Z98884.2
1	7784320	7845177	00000049246	PER3
1	7810242	7827342	00000236266	Z98884.1
1	7843083	7853512	00000049247	UTS2
1	7915871	7943165	00000049249	TNFRSF9
1	7942372	7942726	00000270330	AL009183.1
1	7954291	7985505	00000116288	PARK7
1	7991134	8005312	00000284747	AL034417.4
1	7998187	7999934	00000284716	AL034417.3
1	8004404	8026309	00000116285	ERRFI1
1	8026738	8122702	00000238290	AL034417.2
1	8057245	8058463	00000232848	AL034417.1
1	8189824	8192770	00000229305	AL358876.1
1	8201518	8215210	00000227634	LINC01714
1	8218190	8220529	00000233645	AL358876.2
1	8318114	8344167	00000162426	SLC45A1
1	8352397	8848921	00000142599	RERE
1	8424645	8435013	00000232912	RERE-AS1
1	8512653	8513021	00000270282	AL096855.2
1	8750430	8751087	00000234619	RPL7P11
1	8786211	8786913	00000224315	RPL7P7
1	8798475	8799506	00000226545	AL357552.1
1	8805860	8807051	00000228423	AL357552.2
1	8831007	8831375	00000229716	RPL23AP19
1	8861000	8879190	00000074800	ENO1
1	8878835	8879894	00000230679	ENO1-AS1
1	8893409	8894151	00000238249	HMGN2P17
1	8907393	8907744	00000232208	AL139415.1
1	8909742	8909904	00000232663	AL139415.2
1	8945867	8975092	00000131686	CA6
1	9003300	9026345	00000197241	SLC2A7
1	9035106	9088478	00000142583	SLC2A5
1	9100305	9129102	00000180758	GPR157
1	9148011	9198906	00000228526	MIR34AHG
1	9182004	9196284	00000234546	LNCTAM34A
1	9234774	9271337	00000049239	H6PD
1	9292894	9369532	00000171621	SPSB1
1	9421098	9422862	00000284652	BX323043.1
1	9425094	9440564	00000284693	LINC02606
1	9501092	9503471	00000235263	AL928921.1
1	9539465	9585173	00000171612	SLC25A33
1	9576427	9576985	00000231181	AL954705.1
1	9588911	9614877	00000188807	TMEM201
1	9651731	9729114	00000171608	PIK3CD
1	9652610	9654586	00000179840	PIK3CD-AS1
1	9660828	9662626	00000233268	AL691449.1
1	9672426	9687555	00000231789	PIK3CD-AS2
1	9728926	9823984	00000171603	CLSTN1
1	9780822	9781240	00000271264	MZT1P1
1	9826289	9828271	00000280113	AL357140.3
1	9848276	9910336	00000178585	CTNNBIP1
1	9848318	9850154	00000223989	AL357140.1
1	9900614	9908034	00000285701	AL357140.4
1	9922113	9943407	00000162441	LZIC
1	9942923	9949974	00000228150	AL357140.2
1	9943428	9985501	00000173614	NMNAT1
1	9950572	9960787	00000283611	TMEM274P
1	9983141	9984568	00000241326	AL603962.1
1	9997206	10016021	00000162444	RBP7
1	10032832	10181239	00000130939	UBE4B
1	10054445	10054781	00000224340	AL590639.1
1	10058671	10059648	00000233623	PGAM1P11
1	10210570	10381603	00000054523	KIF1B
1	10381906	10387150	00000284735	AL139424.3
1	10395416	10397432	00000284642	AL139424.2
1	10398592	10420511	00000142657	PGD
1	10429881	10430677	00000271989	AL139424.1
1	10430102	10452153	00000251503	CENPS-CORT
1	10430433	10442808	00000175279	CENPS
1	10450031	10451998	00000241563	CORT
1	10456522	10472529	00000160049	DFFA
1	10458555	10459338	00000203469	AL354956.1
1	10472288	10630758	00000142655	PEX14
1	10636604	10796650	00000130940	CASZ1
1	10639241	10654333	00000272078	AL139423.1
1	10895761	10895998	00000225158	HSPE1P24
1	10946471	10982037	00000175262	C1orf127
1	10990978	10991797	00000215785	CFL1P6
1	11012344	11025739	00000120948	TARDBP
1	11012662	11030528	00000277726	AL109811.3
1	11026523	11047239	00000009724	MASP2
1	11029659	11030528	00000271895	AL109811.2
1	11054584	11060020	00000116649	SRM
1	11066618	11099869	00000171824	EXOSC10
1	11068471	11073097	00000226849	AL109811.1
1	11099675	11102100	00000230337	EXOSC10-AS1
1	11106535	11262551	00000198793	MTOR
1	11143898	11149537	00000225602	MTOR-AS1
1	11189355	11195981	00000171819	ANGPTL7
1	11232963	11233112	00000238173	RPL39P6
1	11273198	11296049	00000120942	UBIAD1
1	11278616	11279351	00000238199	UBE2V2P3
1	11311734	11319093	00000284646	AL031291.1
1	11425257	11425821	00000224338	MTCYBP45
1	11479155	11537551	00000204624	DISP3
1	11500803	11502016	00000285833	AL590989.1
1	11623558	11643416	00000284708	AL031731.1
1	11637018	11655785	00000116661	FBXO2
1	11654375	11663327	00000132879	FBXO44
1	11664200	11674354	00000116663	FBXO6
1	11674480	11691650	00000116670	MAD2L2
1	11691710	11725857	00000162490	DRAXIN
1	11736084	11754802	00000177674	AGTRAP
1	11761787	11789585	00000215910	C1orf167
1	11777077	11779619	00000177553	C1orf167-AS1
1	11785723	11806455	00000177000	MTHFR
1	11806096	11848079	00000011021	CLCN6
1	11845709	11848345	00000175206	NPPA
1	11857464	11858945	00000120937	NPPB
1	11877770	11880406	00000224904	SBF1P2
1	11907940	11914298	00000285646	AL021155.4
1	11919591	11926428	00000116685	KIAA2013
1	11934205	11975538	00000083444	PLOD1
1	11980181	12015211	00000116688	MFN2
1	12017216	12017308	00000270914	AL096840.1
1	12019466	12032045	00000116691	MIIP
1	12063303	12144207	00000120949	TNFRSF8
1	12080293	12080547	00000227875	RPL23AP89
1	12088441	12092264	00000285604	AL357835.1
1	12166991	12209228	00000028137	TNFRSF1B
1	12220794	12221109	00000225196	RPL10P17
1	12230030	12512047	00000048707	VPS13D
1	12527724	12528420	00000229484	LINC02766
1	12567910	12618210	00000162496	DHRS3
1	12618900	12619244	00000272482	AC254633.1
1	12644547	12667086	00000204518	AADACL4
1	12692909	12693020	00000226166	AC244670.1
1	12716110	12728760	00000188984	AADACL3
1	12746200	12763699	00000157330	C1orf158
1	12773738	12777906	00000116726	PRAMEF12
1	12791397	12796628	00000116721	PRAMEF1
1	12822686	12823159	00000228338	LINC01784
1	12824605	12831410	00000239810	PRAMEF11
1	12838125	12841357	00000231103	PRAMEF30P
1	12847377	12848720	00000179172	HNRNPCL1
1	12857086	12861909	00000120952	PRAMEF2
1	12879212	12886201	00000243073	PRAMEF4
1	12892896	12898270	00000187545	PRAMEF10
1	12916610	12920482	00000204510	PRAMEF7
1	12926162	12928253	00000234064	PRAMEF29P
1	12938472	12947580	00000232423	PRAMEF6
1	13029339	13032130	00000274178	PRAMEF28P
1	13049476	13056575	00000274764	PRAMEF27
1	13060869	13062229	00000277058	HNRNPCL3
1	13068677	13077884	00000229571	PRAMEF25
1	13095179	13097971	00000277862	PRAMEF34P
1	13104403	13105689	00000236179	PRAMEF35P
1	13115488	13116854	00000275774	HNRNPCL2
1	13128818	13131615	00000229978	PRAMEF36P
1	13146981	13147460	00000233336	AC245056.1
1	13148905	13155961	00000280267	PRAMEF26
1	13163914	13165631	00000179412	HNRNPCL4
1	13172455	13179464	00000204505	PRAMEF9
1	13196188	13201409	00000279169	PRAMEF13
1	13222705	13226106	00000279804	PRAMEF18
1	13245863	13248652	00000250894	PRAMEF31P
1	13254212	13263314	00000270601	PRAMEF5
1	13273539	13275627	00000231219	PRAMEF32P
1	13281035	13285174	00000182330	PRAMEF8
1	13303539	13308907	00000237700	PRAMEF33
1	13315581	13322598	00000204501	PRAMEF15
1	13324039	13324518	00000228229	AC243961.1
1	13341892	13347134	00000204481	PRAMEF14
1	13369067	13371900	00000204480	PRAMEF19
1	13389632	13392629	00000204479	PRAMEF17
1	13416351	13421328	00000204478	PRAMEF20
1	13474973	13514003	00000162494	LRRC38
1	13513220	13516270	00000259961	AL354712.1
1	13555001	13555694	00000215909	BRWD1P1
1	13583465	13617957	00000162493	PDPN
1	13657311	13659910	00000237445	AL359771.1
1	13700198	13825079	00000116731	PRDM2
1	13892792	15118043	00000189337	KAZN
1	14692129	14692613	00000235829	TBCAP2
1	15111815	15153618	00000175147	TMEM51-AS1
1	15152532	15220478	00000171729	TMEM51
1	15164344	15171317	00000204464	C1orf195
1	15191828	15192845	00000215720	MFFP1
1	15226373	15227549	00000278480	ZBTB2P1
1	15247272	15400283	00000142621	FHAD1
1	15326680	15343876	00000233485	FHAD1-AS1
1	15334166	15335464	00000236045	AL031283.2
1	15402979	15409433	00000228140	AL031283.1
1	15409888	15430339	00000142634	EFHD2
1	15438442	15449242	00000162438	CTRC
1	15456728	15472091	00000142615	CELA2A
1	15465909	15491395	00000215704	CELA2B
1	15490832	15526534	00000132906	CASP9
1	15526813	15592379	00000116138	DNAJC16
1	15565611	15565956	00000272510	AL121992.3
1	15571699	15585051	00000116771	AGMAT
1	15586136	15603626	00000237301	AL121992.1
1	15604597	15605043	00000235084	CHCHD2P6
1	15614643	15614867	00000236500	CD24P1
1	15617458	15669044	00000197312	DDI2
1	15659869	15661722	00000215695	RSC1A1
1	15682873	15683128	00000271742	AL121992.2
1	15684320	15734769	00000116786	PLEKHM2
1	15720312	15736896	00000237938	AL450998.2
1	15736258	15741392	00000162461	SLC25A34
1	15740051	15749896	00000224459	SLC25A34-AS1
1	15742499	15747982	00000162460	TMEM82
1	15756607	15786594	00000162458	FBLIM1
1	15792796	15793285	00000224321	RPL12P14
1	15807169	15809348	00000233954	UQCRHL
1	15828232	15828669	00000178715	AL450998.1
1	15834474	15848147	00000179743	FLJ37453
1	15836095	15940456	00000065526	SPEN
1	15917698	15917908	00000270620	AL034555.1
1	15941869	15976132	00000116809	ZBTB17
1	15969632	15970194	00000234607	AL355994.4
1	15988182	15988441	00000231353	AL355994.1
1	15989140	15989375	00000275503	AL355994.5
1	15989871	15994751	00000224966	TBC1D3P6
1	16004236	16008807	00000183888	SRARP
1	16006160	16006671	00000233078	AL355994.3
1	16014028	16019594	00000173641	HSPB7
1	16018875	16034050	00000186510	CLCNKA
1	16035178	16040029	00000232456	AL355994.2
1	16043736	16057308	00000184908	CLCNKB
1	16057769	16073651	00000185519	FAM131C
1	16124337	16156069	00000142627	EPHA2
1	16155211	16157329	00000227959	AL451042.2
1	16159266	16161883	00000224621	AL451042.1
1	16197854	16198357	00000234166	ARHGEF19-AS1
1	16197854	16212652	00000142632	ARHGEF19
1	16215909	16228027	00000237276	ANO7L1
1	16228674	16231335	00000288398	AL109627.1
1	16231692	16237183	00000132881	CPLANE2
1	16241213	16241398	00000233929	MT1XP1
1	16246840	16352480	00000037637	FBXO42
1	16352575	16398145	00000055070	SZRD1
1	16369150	16369530	00000226457	RPL22P3
1	16387117	16437424	00000187144	SPATA21
1	16440721	16460078	00000157191	NECAP2
1	16460948	16468481	00000226029	LINC01772
1	16467436	16499257	00000080947	CROCCP3
1	16514645	16515754	00000261135	AL137802.2
1	16515034	16521788	00000285853	AL137802.3
1	16520694	16521796	00000224174	AL137802.1
1	16533886	16536172	00000233421	LINC01783
1	16548651	16552531	00000225710	AL355149.1
1	16562319	16613562	00000219481	NBPF1
1	16617391	16617729	00000271732	AL137798.1
1	16618253	16657232	00000215908	CROCCP2
1	16642767	16643109	00000283773	AL137798.3
1	16645622	16650289	00000186301	MST1P2
1	16656879	16667524	00000282143	AL137798.2
1	16681097	16688749	00000280114	AL021920.2
1	16685621	16686055	00000236698	EIF1AXP1
1	16687339	16720157	00000268869	ESPNP
1	16701546	16705594	00000279151	AL021920.1
1	16739938	16750589	00000282740	AL021920.3
1	16740273	16972964	00000058453	CROCC
1	16740280	16750968	00000227684	CROCCP4
1	16754910	16770237	00000186715	MST1L
1	16851257	16853129	00000223643	BX284668.1
1	16855407	16859284	00000230239	BX284668.3
1	16870945	16883659	00000228549	BX284668.2
1	16887577	16889706	00000238142	BX284668.5
1	16889095	16889602	00000235241	BX284668.4
1	16904339	16904776	00000272426	BX284668.6
1	16974502	16980632	00000117122	MFAP2
1	16978926	17005091	00000226526	AL049569.1
1	16985958	17011928	00000159363	ATP13A2
1	17005068	17011757	00000288636	AL049569.3
1	17018722	17054032	00000117118	SDHB
1	17066761	17119451	00000117115	PADI2
1	17189783	17197617	00000204362	LINC02783
1	17193232	17201733	00000282843	AL590644.2
1	17205128	17246007	00000142623	PADI1
1	17249098	17284233	00000142619	PADI3
1	17308195	17364004	00000159339	PADI4
1	17372196	17401699	00000276747	PADI6
1	17406760	17439677	00000179051	RCC2
1	17406760	17407382	00000227751	RCC2-AS1
1	17539698	17697874	00000074964	ARHGEF10L
1	17717625	17749978	00000236648	LINC02810
1	17755333	17827063	00000117148	ACTL8
1	18015712	18045612	00000284653	AL357509.1
1	18065657	18074412	00000261781	LINC01654
1	18107798	18378483	00000117154	IGSF21
1	18109389	18115861	00000280222	AL365209.1
1	18166929	18179346	00000230035	IGSF21-AS1
1	18385829	18388514	00000225387	AL591896.1
1	18480982	18486126	00000179023	KLHDC7A
1	18513118	18513383	00000235282	DYNLL1P3
1	18595414	18595636	00000225478	AL031737.1
1	18630846	18748866	00000009709	PAX7
1	18839599	18859682	00000179002	TAS1R2
1	18871430	18902724	00000159423	ALDH4A1
1	18904280	18956676	00000169991	IFFO2
1	19072110	19075511	00000272084	AL137127.1
1	19074510	19210266	00000127481	UBR4
1	19210501	19240704	00000230424	EMC1-AS1
1	19215660	19251527	00000127463	EMC1
1	19251805	19260128	00000053372	MRTO4
1	19260521	19262307	00000286064	AL035413.2
1	19265982	19274194	00000211454	AKR7L
1	19282573	19288770	00000162482	AKR7A3
1	19297080	19297903	00000270728	AL035413.1
1	19303965	19312146	00000053371	AKR7A2
1	19312326	19329300	00000040487	SLC66A1
1	19338775	19485539	00000077549	CAPZB
1	19484403	19629821	00000173436	MICOS10
1	19591802	19596832	00000235185	AL031727.2
1	19596979	19658456	00000158747	NBL1
1	19597067	19656927	00000270136	MICOS10-NBL1
1	19608114	19608568	00000226396	AL031727.1
1	19664875	19680966	00000158748	HTR6
1	19682213	19799945	00000162542	TMCO4
1	19814029	19815283	00000178828	RNF186
1	19814367	19819502	00000235434	AL391883.1
1	19882395	19912945	00000169914	OTUD3
1	19920009	19923617	00000188784	PLA2G2E
1	19975431	19980416	00000188257	PLA2G2A
1	20028179	20091911	00000127472	PLA2G5
1	20111939	20119566	00000117215	PLA2G2D
1	20139323	20150381	00000158786	PLA2G2F
1	20154171	20160568	00000227066	Z98257.1
1	20161253	20186518	00000187980	PLA2G2C
1	20186096	20196050	00000162543	UBXN10
1	20243095	20244664	00000228105	LINC01757
1	20272018	20275005	00000284710	Z98257.2
1	20290919	20354894	00000158816	VWA5B1
1	20294211	20323187	00000226664	AL020998.1
1	20360579	20431234	00000236963	LINC01141
1	20412304	20413253	00000226487	AL139254.1
1	20476222	20478937	00000284641	AL139254.2
1	20478779	20480397	00000284743	AL139254.3
1	20482391	20486210	00000162545	CAMK2N1
1	20499448	20508151	00000090432	MUL1
1	20525989	20526751	00000215520	RPS4XP4
1	20552573	20555020	00000183114	FAM43B
1	20589086	20618903	00000158825	CDA
1	20633458	20651511	00000158828	PINK1
1	20642657	20652193	00000117242	PINK1-AS
1	20651767	20661544	00000244038	DDOST
1	20664014	20718017	00000117245	KIF17
1	20692734	20694013	00000235432	AL663074.2
1	20719731	20732837	00000189410	SH2D5
1	20732880	20733952	00000233069	AL663074.1
1	20740266	20787323	00000127483	HP1BP3
1	20806292	21176888	00000075151	EIF4G3
1	21003550	21003934	00000233072	RPS15AP6
1	21073639	21073753	00000236073	AL627311.1
1	21161475	21162081	00000235112	HSPE1P27
1	21217247	21345572	00000117298	ECE1
1	21266082	21267251	00000236936	AL031005.1
1	21293290	21299874	00000231105	ECE1-AS1
1	21397987	21398362	00000236216	PPP1R11P1
1	21411460	21413293	00000228823	AL592309.1
1	21415898	21417492	00000236009	AL592309.2
1	21424625	21427967	00000227001	NBPF2P
1	21428303	21429536	00000187952	HS6ST1P1
1	21434318	21437558	00000186543	CROCCP5
1	21440128	21485005	00000142794	NBPF3
1	21459756	21460082	00000176378	PFN1P10
1	21509397	21578410	00000162551	ALPL
1	21586472	21591187	00000233431	LINC02596
1	21596215	21669363	00000076864	RAP1GAP
1	21678298	21783606	00000090686	USP48
1	21768269	21768575	00000231978	AL590103.1
1	21812265	21825225	00000187942	LDLRAD2
1	21822244	21937310	00000142798	HSPG2
1	21908098	21908580	00000232037	AL590556.1
1	21950679	21956871	00000283234	AL590556.2
1	21977022	21998642	00000219073	CELA3B
1	21983606	22030617	00000285959	AL590556.3
1	22001657	22012542	00000142789	CELA3A
1	22023990	22026048	00000228397	LINC01635
1	22024558	22031223	00000218510	LINC00339
1	22025511	22101360	00000070831	CDC42
1	22028317	22052927	00000285752	CDC42-AS1
1	22030527	22030748	00000285794	AL031281.1
1	22059197	22064199	00000230068	CDC42-IT1
1	22068340	22068827	00000271428	MPHOSPH6P1
1	22117313	22143969	00000162552	WNT4
1	22142850	22157401	00000285873	AL445253.1
1	22322840	22323331	00000234397	PPIAP34
1	22364630	22366482	00000279625	AL591122.1
1	22428838	22531157	00000184677	ZBTB40
1	22517474	22519708	00000237200	ZBTB40-IT1
1	22563489	22603595	00000070886	EPHA8
1	22636628	22639678	00000173372	C1QA
1	22643633	22648110	00000159189	C1QC
1	22652762	22661637	00000173369	C1QB
1	22710839	22921500	00000133216	EPHB2
1	22835713	22836849	00000225952	AL512444.1
1	22953043	22965338	00000215906	LACTBL1
1	23010834	23015852	00000227868	TEX46
1	23019443	23083689	00000004487	KDM1A
1	23020147	23088058	00000240553	AL031428.1
1	23084023	23177808	00000169641	LUZP1
