17,73314156,87633,GRB2,647,,73401789
9,133710641,52421,ABL1,646,,133763062
5,112073555,108381,APC,646,,112181936
7,116165062,36177,CAV1,646,,116201239
11,2181008,1431,INS,646,,2182439
2,47630205,80162,MSH2,635,,47710367
20,4666796,15438,PRNP,631,,4682234
5,1392904,52639,SLC6A3,629,,1445543
7,99354582,27229,CYP3A4,628,,99381811
6,12290528,6899,EDN1,628,,12297427
17,26083791,43764,NOS2,624,,26127555
2,21224300,42645,APOB,623,,21266945
6,160100095,14265,SOD2,622,,160114360
11,5246695,1606,HBB,619,,5248301
10,62538088,8739,CDK1,618,,62546827
3,172223297,18000,TNFSF10,616,,172241297
10,54525139,6321,MBL2,615,,54531460
8,141668480,342932,PTK2,608,,142011412
2,191833761,45215,STAT1,608,,191878976
19,11200037,44468,LDLR,606,,11244505
13,20761603,5511,GJB2,603,,20767114
15,51500253,130542,CYP19A1,601,,51630795
1,196621007,95627,CFH,601,,196716634
8,19796581,28189,LPL,601,,19824770
2,203070902,32420,SUMO1,601,,203103322
X,49106896,14392,FOXP3,598,,49121288
11,532241,3326,HRAS,591,,535567
10,69644938,33209,SIRT1,591,,69678147
6,29794755,4144,HLA-G,590,,29798899
14,73603142,87257,PSEN1,590,,73690399
8,18248754,9969,NAT2,584,,18258723
12,56360552,6021,CDK2,584,,56366573
12,40618812,144274,LRRK2,582,,40763086
13,47405676,65535,HTR2A,580,,47471211
20,5095598,11670,PCNA,575,,5107268
5,140011312,1723,CD14,573,,140013035
20,463337,61145,CSNK2A1,572,,524482
3,10183318,12036,VHL,570,,10195354
2,178095030,33829,NFE2L2,569,,178128859
4,123747862,71528,FGF2,567,,123819390
11,119076985,101874,CBL,566,,119178859
7,81328323,71191,HGF,565,,81399514
5,170814707,19024,NPM1,563,,170833731
3,53195222,31511,PRKCD,562,,53226733
3,189349215,265853,TP63,560,,189615068
11,100900354,100190,PGR,557,,101000544
11,102706527,7893,MMP3,556,,102714420
9,107543283,147244,ABCA1,555,,107690527
17,48261456,17544,COL1A1,550,,48279000
11,637304,3401,DRD4,550,,640705
1,172628147,7865,FASLG,549,,172636012
10,135340866,11754,CYP2E1,548,,135352620
17,34198495,8882,CCL5,548,,34207377
15,67418053,69480,SMAD3,543,,67487533
20,32263291,10919,E2F1,542,,32274210
12,112856701,91021,PTPN11,541,,112947722
7,45951843,9028,IGFBP3,540,,45960871
6,32148744,3355,AGER,539,,32152099
20,30252254,58647,BCL2L1,533,,30310901
1,155158299,4407,MUC1,532,,155162706
6,161768589,1380245,PARK2,532,,163148834
1,156095907,13973,LMNA,529,,156109880
7,99245811,31838,CYP3A5,525,,99277649
4,110834039,100196,EGF,523,,110934235
4,89011415,141059,ABCG2,522,,89152474
12,6437922,13361,TNFRSF1A,519,,6451283
16,56995834,21922,CETP,517,,57017756
5,132387661,53048,HSPA4,515,,132440709
6,31540070,2030,LTA,513,,31542100
2,234668918,13027,UGT1A1,513,,234681945
18,48556582,54829,SMAD4,505,,48611411
5,67588395,9254,PIK3R1,505,,67597649
2,216225162,75629,FN1,502,,216300791
5,131993864,2937,IL13,499,,131996801
19,7112265,182048,INSR,497,,7294313
10,114710008,217428,TCF7L2,496,,114927436
X,154064063,186935,F8,492,,154250998
1,3607235,45530,TP73,491,,3652765
13,28959687,109578,FLT1,485,,29069265
1,65886334,214777,LEPR,484,,66101111
21,36160097,100890,RUNX1,481,,36260987
11,2150341,9863,IGF2,481,,2160204
20,44746892,11492,CD40,480,,44758384
14,35870715,3245,NFKBIA,479,,35873960
22,39473009,10739,APOBEC3G,479,,39483748
13,31032052,8050,HMGB1,477,,31040102
19,14202506,26053,PRKACA,477,,14228559
X,47441689,4501,TIMP1,477,,47446190
13,28577410,97319,FLT3,476,,28674729
19,45910590,16587,ERCC1,475,,45927177
6,111981534,213121,FYN,474,,112194655
18,657603,15896,TYMS,472,,673499
17,56347216,11080,MPO,471,,56358296
3,52255095,5084,TLR9,470,,52260179
3,9791627,7462,OGG1,469,,9799089
10,75670858,6400,PLAU,469,,75677258
16,226649,872,HBA1,467,,227521
10,131265447,300437,MGMT,466,,131565884
16,53737874,410505,FTO,466,,54148379
1,94994731,12682,F3,465,,95007413
8,119935795,28588,TNFRSF11B,465,,119964383
7,150642043,33359,KCNH2,464,,150675402
11,32409321,47760,WT1,463,,32457081
22,24236564,845,MIF,462,,24237409
4,3076407,169280,HTT,459,,3245687
12,112204690,43099,ALDH2,454,,112247789
2,227596032,67474,IRS1,452,,227663506
10,129894924,29544,MKI67,452,,129924468
16,69743303,17230,NQO1,451,,69760533
6,114257319,35040,HDAC2,451,,114292359
2,187464931,80698,ITGAV,450,,187545629
X,43514154,91917,MAOA,449,,43606071
9,127997126,6540,HSPA5,448,,128003666
10,104590287,7003,CYP17A1,445,,104597290
6,31783290,2429,HSPA1A,445,,31785719
15,40987377,36979,RAD51,444,,41024356
1,22379119,40317,CDC42,443,,22419436
3,12625099,80601,RAF1,442,,12705700
22,29083730,54092,CHEK2,441,,29137822
2,208394615,76098,CREB1,440,,208470713
16,23690092,11596,PLK1,438,,23701688
15,74287013,48704,PML,437,,74335717
X,153295685,67503,MECP2,436,,153363188
14,94843083,12070,SERPINA1,436,,94855153
14,20923289,2642,APEX1,435,,20925931
20,54944444,22949,AURKA,434,,54967393
8,48685668,187075,PRKDC,433,,48872743
19,6677845,42848,C3,431,,6720693
22,46546498,93155,PPARA,430,,46639653
11,36505316,26547,TRAF6,430,,36531863
1,32739711,12057,LCK,429,,32751768
13,43148290,33859,TNFSF11,428,,43182149
X,146993468,39179,FMR1,426,,147032647
2,38294745,8578,CYP1B1,425,,38303323
10,123237843,120129,FGFR2,425,,123357972
1,101185195,19406,VCAM1,425,,101204601
20,6748744,12181,BMP2,423,,6760925
7,148504463,76978,EZH2,421,,148581441
3,38589552,101611,SCN5A,419,,38691163
17,57918626,72,MIR21,419,,57918698
5,158741790,15691,IL12B,418,,158757481
18,29171729,7257,TTR,416,,29178986
11,2466220,404120,KCNQ1,413,,2870340
7,5566778,3454,ACTB,408,,5570232
4,23793643,98057,PPARGC1A,407,,23891700
3,46395234,7179,CCR2,407,,46402413
4,186990308,15944,TLR3,405,,187006252
19,44150246,24252,PLAUR,404,,44174498
X,135730335,12214,CD40LG,403,,135742549
11,122928199,4844,HSPA8,402,,122933043
1,114356432,57949,PTPN22,401,,114414381
6,31371343,11749,MICA,400,,31383092
18,45359465,98052,SMAD2,398,,45457517
X,122994016,53813,XIAP,397,,123047829
13,113760101,14894,F7,394,,113774995
9,93563961,96881,SYK,394,,93660842
10,6052656,51677,IL2RA,392,,6104333
1,154934773,8450,SHC1,391,,154943223
20,57466357,19894,GNAS,389,,57486251
7,106505722,43701,PIK3CG,388,,106549423
6,132269316,3202,CTGF,386,,132272518
14,55595934,16214,LGALS3,385,,55612148
1,150547026,5188,MCL1,385,,150552214
6,154360236,93253,OPRM1,385,,154453489
15,75041183,7758,CYP1A2,384,,75048941
8,42128819,61352,IKBKB,384,,42190171
4,76942268,2421,CXCL10,383,,76944689
21,46305868,35097,ITGB2,383,,46340965
17,7387697,30238,POLR2A,383,,7417935
10,101948054,41313,CHUK,382,,101989367
16,27325229,50870,IL4R,382,,27376099
10,17270257,9335,VIM,382,,17279592
19,7733971,1369,RETN,381,,7735340
14,104163953,17870,XRCC3,379,,104181823
4,1795038,15561,FGFR3,377,,1810599
1,11072678,12871,TARDBP,377,,11085549
9,101867370,49103,TGFBR1,376,,101916473
12,58141509,4721,CDK4,375,,58146230
1,161475204,14156,FCGR2A,375,,161489360
14,23305741,11067,MMP14,374,,23316808
7,75931874,1740,HSPB1,373,,75933614
15,39873279,17842,THBS1,373,,39891121
17,61994552,1660,GH1,372,,61996212
1,169691780,11440,SELE,372,,169703220
6,159186772,53684,EZR,371,,159240456
6,121756722,14168,GJA1,370,,121770890
3,30647993,87640,TGFBR2,368,,30735633
1,43391045,33802,SLC2A1,367,,43424847
8,90945563,51336,NBN,364,,90996899
9,35056064,16675,VCP,364,,35072739
20,43029895,31590,HNF4A,363,,43061485
1,12227059,42218,TNFRSF1B,363,,12269277
4,74269955,17246,ALB,362,,74287201
2,209100950,18232,IDH1,362,,209119182
6,31132113,2834,POU5F1,362,,31134947
3,142168076,129592,ATR,361,,142297668
12,6950017,6542,GNB3,361,,6956559
19,572453,11040,BSG,357,,583493
X,31137344,2220382,DMD,357,,33357726
8,27454433,17895,CLU,356,,27472328
11,118307204,90335,KMT2A,356,,118397539
4,55095263,69149,PDGFRA,356,,55164412
12,121416370,23944,HNF1A,356,,121440314
11,125495030,51120,CHEK1,355,,125546150
9,130548304,4748,CDK9,354,,130553052
17,42449548,17421,ITGA2B,354,,42466969
5,52285155,105454,ITGA2,353,,52390609
9,130911708,4026,LCN2,353,,130915734
9,137218308,114124,RXRA,352,,137332432
8,101930803,34418,YWHAZ,352,,101965221
7,17338275,47500,AHR,350,,17385775
20,23614293,4392,CST3,350,,23618685
14,75745480,3457,FOS,350,,75748937
22,42017345,42707,XRCC6,350,,42060052
6,88849584,26183,CNR1,349,,88875767
17,29421944,282751,NF1,349,,29704695
9,139780964,40103,TRAF2,349,,139821067
8,32453343,172132,NRG1,348,,32625475
11,116660085,3051,APOA5,347,,116663136
19,33790839,2631,CEBPA,345,,33793470
8,38268655,57697,FGFR1,345,,38326352
19,10244019,61792,DNMT1,344,,10305811
1,236958580,108701,MTR,344,,237067281
X,153770454,22807,IKBKG,343,,153793261
20,48807119,2108,CEBPB,342,,48809227
19,7804880,7584,CD209,342,,7812464
22,23522551,137673,BCR,341,,23660224
4,155484131,9784,FGB,340,,155493915
5,179233387,31690,SQSTM1,340,,179265077
7,44836234,6488,PPIA,338,,44842722
17,38465422,48473,RARA,337,,38513895
5,36152144,31998,SKP2,337,,36184142
3,50367216,11151,RASSF1,337,,50378367
16,23847299,384633,PRKCB,335,,24231932
16,1359627,17392,UBE2I,335,,1377019
2,216974019,96997,XRCC5,334,,217071016
5,68462836,11234,CCNB1,333,,68474070
1,226013001,20261,EPHX1,333,,226033262
19,51358170,5850,KLK3,332,,51364020
1,15817895,33045,CASP9,332,,15850940
4,15969848,115746,PROM1,332,,16085594
1,229566992,2851,ACTA1,331,,229569843
15,60639349,50836,ANXA2,330,,60690185
14,90863326,11293,CALM1,330,,90874619
19,30302900,12324,CCNE1,330,,30315224
7,155594933,10034,SHH,330,,155604967
2,29415639,728838,ALK,329,,30144477
3,121902529,102815,CASR,328,,122005344
13,41129800,110934,FOXO1,327,,41240734
6,33043702,13771,HLA-DPB1,327,,33057473
11,102391238,10246,MMP7,327,,102401484
11,116700623,3164,APOC3,326,,116703787
6,108882068,123903,FOXO3,326,,109005971
17,38544772,29430,TOP2A,326,,38574202
12,57522281,84844,LRP1,325,,57607125
6,170863420,18538,TBP,325,,170881958
11,77033059,152049,PAK1,324,,77185108
2,198351307,13333,HSPD1,323,,198364640
5,137801180,3824,EGR1,322,,137805004
9,130577290,39762,ENG,322,,130617052
6,45296053,222766,RUNX2,321,,45518819
4,142557748,97392,IL15,321,,142655140
8,56792385,132621,LYN,321,,56925006
5,149493401,42021,PDGFRB,318,,149535422
9,136287119,37406,ADAMTS13,318,,136324525
19,39734271,1340,IFNL3,318,,39735611
2,242792032,9026,PDCD1,317,,242801058
19,11071597,101361,SMARCA4,316,,11172958
7,148395932,102270,CUL1,316,,148498202
17,76352857,3303,SOCS3,316,,76356160
1,169558087,41290,SELP,314,,169599377
17,76849058,72414,TIMP2,314,,76921472
3,113847498,50401,DRD3,313,,113897899
1,161511549,8344,FCGR3A,312,,161519893
X,153576899,26107,FLNA,312,,153603006
4,177604684,109215,VEGFC,312,,177713899
7,105888731,36907,NAMPT,312,,105925638
10,115803805,2862,ADRB1,311,,115806667
20,39766160,38197,PLCG1,310,,39804357
15,66679210,104672,MAP2K1,310,,66783882
9,22002901,6411,CDKN2B,308,,22009312
2,128175995,10827,PROC,308,,128186822
7,80267831,35903,CD36,307,,80303734
7,100318422,2901,EPO,306,,100321323
8,42032235,33007,PLAT,306,,42065242
2,111878490,47532,BCL2L11,306,,111926022
14,54416454,7126,BMP4,305,,54423580
11,17406795,3411,KCNJ11,305,,17410206
18,58038563,1438,MC4R,304,,58040001
10,60094738,35775,UBE2D1,304,,60130513
16,31102162,4158,VKORC1,304,,31106320
12,117645946,153661,NOS1,303,,117799607
2,46524540,89302,EPAS1,301,,46613842
1,2005085,111749,PRKCZ,301,,2116834
4,100227543,15056,ADH1B,300,,100242599
8,6357174,63610,ANGPT2,300,,6420784
10,22610138,10276,BMI1,300,,22620414
20,36755788,38043,TGM2,300,,36793831
2,61705068,60350,XPO1,300,,61765418
8,37820513,3671,ADRB3,299,,37824184
3,14186647,33525,XPC,299,,14220172
12,49082240,28541,CCNT1,298,,49110781
19,8023456,47073,ELAVL1,298,,8070529
5,141000442,15981,HDAC3,298,,141016423
21,44473300,22740,CBS,297,,44496040
2,204571197,32439,CD28,297,,204603636
19,50162825,6307,IRF3,297,,50169132
2,162848754,82298,DPP4,296,,162931052
5,63255874,2245,HTR1A,296,,63258119
9,21077103,859,IFNB1,296,,21077962
2,48010220,23872,MSH6,295,,48034092
7,19155090,2205,TWIST1,295,,19157295
15,45003684,6673,B2M,294,,45010357
6,161123224,51861,PLG,294,,161175085
16,2097895,40826,TSC2,294,,2138721
5,76011867,19738,F2R,293,,76031605
11,118964584,1593,H2AFX,293,,118966177
3,159706622,7184,IL12A,292,,159713806
16,3292027,14600,MEFV,292,,3306627
15,58724174,136899,LIPC,291,,58861073
12,7060433,10046,PTPN6,291,,7070479
14,81421868,190778,TSHR,291,,81612646
12,56473891,5510,ERBB3,290,,56479401
2,201983268,54143,CFLAR,290,,202037411
12,54789044,24006,ITGA5,289,,54813050
1,115247084,12431,NRAS,289,,115259515
1,8021713,23629,PARK7,289,,8045342
22,36677322,106790,MYH9,288,,36784112
2,37332283,51907,EIF2AK2,288,,37384190
8,143991974,7285,CYP11B2,287,,143999259
2,45879042,536087,PRKCE,287,,46415129
21,48018530,6505,S100B,287,,48025035
3,133464976,32874,TF,287,,133497850
10,103113789,203289,BTRC,287,,103317078
22,38071612,4197,LGALS1,285,,38075809
3,20081523,114373,KAT2B,285,,20195896
17,8108048,5896,AURKB,285,,8113944
13,108921976,38856,TNFSF13B,285,,108960832
4,155504277,7641,FGA,284,,155511918
2,9628614,67335,ADAM17,284,,9695949
15,48700502,237483,FBN1,283,,48937985
17,42422453,8021,GRN,282,,42430474
3,181429711,2512,SOX2,281,,181432223
11,117156401,9985,BACE1,281,,117166386
X,153759604,15629,G6PD,280,,153775233
1,65298905,133347,JAK1,280,,65432252
20,46130600,155021,NCOA3,280,,46285621
11,10326526,2423,ADM,279,,10328949
19,9945882,14483,PIN1,279,,9960365
17,4835569,2756,GP1BA,278,,4838325
3,38179968,4544,MYD88,278,,38184512
2,98330030,26293,ZAP70,278,,98356323
12,6644384,3157,GAPDH,277,,6647541
19,1205797,22637,STK11,277,,1228434
11,14990047,3785,CALCA,276,,14993832
11,34460471,33136,CAT,276,,34493607
16,72088490,6465,HP,276,,72094955
6,31973358,3354,CYP21A2,275,,31976712
1,155204238,6831,GBA,274,,155211069
5,7869216,32019,MTRR,274,,7901235
5,133492081,20643,SKP1,273,,133512724
6,6144310,176614,F13A1,272,,6320924
1,154377668,64258,IL6R,272,,154441926
16,16043433,193497,ABCC1,272,,16236930
2,232319458,9747,NCL,272,,232329205
17,57970406,57380,RPS6KB1,272,,58027786
19,35773248,2797,HAMP,269,,35776045
5,42423876,298104,GHR,267,,42721980
18,18529702,162110,ROCK1,267,,18691812
3,195776154,32878,TFRC,267,,195809032
16,11348273,1766,SOCS1,267,,11350039
1,55505148,25378,PCSK9,267,,55530526
5,76114801,16339,F2RL1,266,,76131140
6,91223291,73729,MAP3K7,266,,91297020
16,730110,2658,STUB1,266,,732768
8,11700033,25626,CTSB,265,,11725659
17,17714662,25663,SREBF1,265,,17740325
16,89984286,3099,MC1R,264,,89987385
19,13049413,5891,CALR,263,,13055304
12,131356538,5685,RAN,263,,131362223
22,24129117,47588,SMARCB1,263,,24176705
20,48599512,5908,SNAI1,263,,48605420
17,40439884,24076,STAT5A,263,,40463960
12,4477392,11502,FGF23,262,,4488894
8,22877647,49053,TNFRSF10B,262,,22926700
22,41347350,21669,RBX1,262,,41369019
12,48366747,31538,COL2A1,261,,48398285
3,59733003,1504132,FHIT,261,,61237135
7,94023872,36672,COL1A2,260,,94060544
4,99792834,57409,EIF4E,260,,99850243
1,43147905,21569,YBX1,260,,43169474
12,121570630,53724,P2RX7,260,,121624354
11,73685715,8174,UCP2,260,,73693889
2,9724095,47089,YWHAQ,260,,9771184
8,27179918,136990,PTK2B,259,,27316908
16,88709696,7796,CYBA,258,,88717492
9,21440452,863,IFNA1,258,,21441315
8,39771327,14982,IDO1,258,,39786309
1,156785541,66101,NTRK1,258,,156851642
1,208059882,24801,CD34,257,,208084683
17,49230919,8531,NME1,257,,49239450
5,133532147,29803,PPP2CA,257,,133561950
20,39657457,95669,TOP1,257,,39753126
3,187439164,15121,BCL6,256,,187454285
19,17513747,2710,BST2,256,,17516457
5,131409484,2379,CSF2,256,,131411863
11,128328655,128798,ETS1,256,,128457453
9,5450502,20065,CD274,256,,5470567
1,247579457,32949,NLRP3,256,,247612406
8,30890777,140500,WRN,255,,31031277
16,31191430,14762,FUS,254,,31206192
6,35310334,85634,PPARD,254,,35395968
5,70220767,28071,SMN1,254,,70248838
2,102759235,37099,IL1R1,253,,102796334
17,15994883,103070,NCOR1,253,,16097953
2,16080559,6570,MYCN,251,,16087129
1,201328135,18693,TNNT2,251,,201346828
5,138940750,67268,UBE2D2,251,,139008018
7,150750898,4154,CDK5,250,,150755052
10,101542354,69595,ABCC2,250,,101611949
20,31350190,46972,DNMT3B,250,,31397162
7,24323806,7678,NPY,250,,24331484
1,153330329,3174,S100A9,250,,153333503
1,67632168,93482,IL23R,250,,67725650
10,104154334,7952,NFKB2,249,,104162286
2,25383721,7999,POMC,249,,25391720
1,198608097,56203,PTPRC,249,,198664300
17,42325757,19745,SLC4A1,249,,42345502
17,1247833,55723,YWHAE,249,,1303556
12,10524951,17702,KLRK1,249,,10542653
11,111779343,4594,CRYAB,248,,111783937
3,49394603,1430,GPX1,248,,49396033
2,218990012,11964,CXCR2,248,,219001976
10,54074040,3377,DKK1,248,,54077417
22,24823529,14799,ADORA2A,247,,24838328
13,113777112,26731,F10,247,,113803843
20,43514239,22936,YWHAB,247,,43537175
12,57489186,16010,STAT6,246,,57505196
6,138188324,16127,TNFAIP3,246,,138204451
1,115828536,52321,NGF,245,,115880857
7,44183869,45153,GCK,244,,44229022
2,20400557,24637,SDC1,244,,20425194
14,100705101,40270,YY1,244,,100745371
14,95552564,47276,DICER1,244,,95599840
4,122737598,7558,CCNA2,243,,122745156
11,1773981,11241,CTSD,243,,1785222
6,30457182,4800,HLA-E,243,,30461982
11,64570985,7203,MEN1,243,,64578188
22,39619363,21697,PDGFB,243,,39641060
4,84213613,42421,HPSE,243,,84256034
17,45728561,32443,KPNB1,242,,45761004
3,154797435,104083,MME,242,,154901518
16,31271287,72926,ITGAM,241,,31344213
9,87284594,146029,NTRK2,241,,87430623
6,18128544,26852,TPMT,241,,18155396
13,52506805,78825,ATP7B,240,,52585630
12,13714409,418613,GRIN2B,240,,14133022
9,113006091,12829,TXN,240,,113018920
3,119499330,38002,NR1I2,240,,119537332
1,25226001,65500,RUNX3,239,,25291501
20,49126857,74443,PTPN1,239,,49201300
10,95351592,9401,RBP4,239,,95360993
4,123533782,8430,IL21,239,,123542212
19,41497203,27098,CYP2B6,238,,41524301
17,66031717,11258,KPNA2,238,,66042975
12,120648241,55333,PXN,238,,120703574
5,180663927,6979,GNB2L1,238,,180670906
9,32455299,71023,DDX58,238,,32526322
19,41349442,6910,CYP2A6,237,,41356352
17,62396776,10307,PECAM1,237,,62407083
19,40736223,55079,AKT2,236,,40791302
21,39751949,281755,ERG,236,,40033704
17,47572654,19728,NGFR,236,,47592382
17,40962149,14184,BECN1,236,,40976333
1,20959947,18057,PINK1,236,,20978004
6,33540322,7748,BAK1,235,,33548070
12,125262173,86346,SCARB1,235,,125348519
6,32407618,5208,HLA-DRA,235,,32412826
5,131817300,9165,IRF1,235,,131826465
15,75661719,86405,SIN3A,235,,75748124
19,55663135,5965,TNNI3,233,,55669100
1,152274650,23029,FLG,232,,152297679
11,6624937,7168,ILK,232,,6632105
6,160952514,134893,LPA,232,,161087407
11,70049268,4240,FADD,231,,70053508
12,124808956,243054,NCOR2,231,,125052010
10,8096666,20498,GATA3,230,,8117164
12,54674473,4557,HNRNPA1,230,,54679030
18,46446222,30859,SMAD7,230,,46477081
11,31806339,26562,PAX6,230,,31832901
6,3064121,51300,RIPK1,230,,3115421
17,4613788,11007,ARRB2,229,,4624795
12,103232103,79278,PAH,229,,103311381
17,1733272,69576,RPA1,229,,1802848
17,16284106,1953,UBB,229,,16286059
8,108261709,248574,ANGPT1,228,,108510283
X,100604434,36778,BTK,228,,100641212
11,61066918,33766,DDB1,228,,61100684
17,70117160,5400,SOX9,228,,70122560
17,40351194,77230,STAT5B,228,,40428424
4,103715539,33566,UBE2D3,228,,103749105
19,15270443,41349,NOTCH3,227,,15311792
17,56078279,6428,SRSF1,227,,56084707
10,45869613,71954,ALOX5,226,,45941567
11,112831968,317190,NCAM1,226,,113149158
6,22287472,10258,PRL,226,,22297730
9,125133283,24699,PTGS1,226,,125157982
13,28536204,7301,CDX2,225,,28543505
17,57697049,77268,CLTC,225,,57774317
3,39304984,17780,CX3CR1,225,,39322764
X,113818550,326074,HTR2C,225,,114144624
11,13513591,3976,PTH,225,,13517567
